OrderItemID,OrderID,ItemID,ItemCode,OrderItemTypeID,Unit,UnitPrice,NumberOfUnits,Received,OrderNote,OrderComments,Leftover,ToOrder
46642,1515.0,3870,,19.0,36,,,False,0.0,,,
46643,1515.0,3870,,26.0,20,,,False,0.0,,,
46644,1515.0,6784,,26.0,20,,,False,0.0,,,
45945,1467.0,8112,,2.0,50,0.0,,False,0.0,,,
45946,1467.0,3408,,2.0,50,0.0,,False,0.0,,,
45947,1467.0,8115,,2.0,100,0.0,,False,0.0,,,
45948,1467.0,8116,,2.0,50,0.0,,False,0.0,,,
45949,1467.0,8117,,2.0,50,0.0,,False,0.0,,,
45950,1468.0,6796,,2.0,96,0.0,,False,0.0,,,
45951,1465.0,2207,,2.0,50,0.0,,False,0.0,,,
45952,1446.0,5778,,2.0,189,0.0,,False,0.0,,,
45954,1414.0,8222,,2.0,50,0.0,,False,0.0,,,
45955,1462.0,4799,,2.0,96,,,False,0.0,,,
45956,1462.0,5417,,2.0,72,,,False,0.0,,,
45957,1462.0,2326,,2.0,144,,,False,0.0,,,
45958,1469.0,146,,2.0,100,0.0,,False,0.0,,,
45959,1469.0,7896,,2.0,50,0.0,,False,0.0,,,
45960,1469.0,4536,,2.0,50,0.0,,False,0.0,,,
45961,1470.0,183,,2.0,306,0.0,,False,0.0,,,
45962,1470.0,7343,,3.0,28,0.0,,False,0.0,,,
45963,1470.0,4993,,3.0,28,0.0,,False,0.0,,,
45964,1471.0,183,,2.0,306,0.0,,False,0.0,,,
45965,1471.0,7343,,3.0,28,0.0,,False,0.0,,,
45966,1471.0,4993,,3.0,28,0.0,,False,0.0,,,
45967,1472.0,7135,,2.0,100,0.0,,False,0.0,,,
45968,1472.0,7137,,2.0,500,0.0,,False,0.0,,,
45969,1472.0,7138,,2.0,50,0.0,,False,0.0,,,
45970,1472.0,7139,,2.0,50,0.0,,False,0.0,,,
45972,1475.0,7741,,2.0,150,0.0,,False,0.0,,,
45973,1475.0,7729,,2.0,150,0.0,,False,0.0,,,
45974,1475.0,8127,,2.0,200,0.0,,False,0.0,,,
45975,1475.0,4430,,2.0,150,0.0,,False,0.0,,,
45983,1477.0,4185,,3.0,38,0.0,,False,0.0,,,
45984,1477.0,6000,,3.0,38,0.0,,False,0.0,,,
45985,1477.0,3311,,3.0,50,0.0,,False,0.0,,,
45986,1477.0,7624,,2.0,152,0.0,,False,0.0,,,
45987,1477.0,241,,2.0,216,0.0,,False,0.0,,,
45988,1477.0,3448,,2.0,300,0.0,,False,0.0,,,
45989,1477.0,7727,,2.0,72,0.0,,False,0.0,,,
45990,1477.0,5493,,3.0,38,0.0,,False,0.0,,,
45991,1478.0,143,,2.0,17,,,False,0.0,,,
45992,1478.0,2795,,2.0,250,,,False,0.0,,,
45993,1478.0,1415,,2.0,51,,,False,0.0,,,
45994,1478.0,2939,,2.0,17,,,False,0.0,,,
45995,1478.0,4622,,2.0,34,,,False,0.0,,,
45996,1478.0,5280,,2.0,34,,,False,0.0,,,
45997,1478.0,5847,,2.0,51,,,False,0.0,,,
45998,1478.0,6307,,2.0,102,,,False,0.0,,,
45999,1478.0,5858,,2.0,17,,,False,0.0,,,
46000,1478.0,4610,,2.0,34,,,False,0.0,,,
46001,1478.0,1454,,2.0,17,,,False,0.0,,,
46002,1478.0,2327,,2.0,17,,,False,0.0,,,
46003,1478.0,6589,,2.0,17,,,False,0.0,,,
46004,1478.0,7609,r,2.0,16,,,False,0.0,,,
46005,1478.0,7610,,2.0,17,,,False,0.0,,,
46008,1478.0,7800,,2.0,50,0.0,,False,0.0,,,
46009,1478.0,4240,,2.0,17,,,False,0.0,,,
46010,1478.0,5859,,2.0,17,0.0,,False,0.0,,,
46011,1478.0,1419,,2.0,51,0.0,,False,0.0,,,
46012,1478.0,6688,,2.0,17,,,False,0.0,,,
46013,1478.0,6668,,2.0,16,0.0,,False,0.0,,,
46014,1478.0,4180,,2.0,250,,,False,0.0,,,
46015,1478.0,6310,,2.0,16,0.0,,False,0.0,,,
46016,1479.0,796,,3.0,30,0.0,,False,0.0,,,
46017,1479.0,5135,,3.0,30,0.0,,False,0.0,,,
46018,1479.0,4248,,3.0,30,0.0,,False,0.0,,,
46019,1479.0,5107,,2.0,72,0.0,,False,0.0,,,
46832,1522.0,8414,,3.0,50,0.0,,False,0.0,,,
46833,1522.0,8415,,3.0,50,0.0,,False,0.0,,,
46834,1522.0,8416,,3.0,72,0.0,,False,0.0,,,
46835,1522.0,8417,,3.0,32,0.0,,False,0.0,,,
46836,1524.0,8419,,3.0,63,0.0,,False,0.0,,,
46021,1479.0,4977,,2.0,144,0.0,,False,0.0,,,
46022,1479.0,1026,,3.0,30,0.0,,False,0.0,,,
46023,1479.0,5860,,2.0,72,0.0,,False,0.0,,,
46024,1479.0,1055,,3.0,72,0.0,,False,0.0,,,
46025,1479.0,1057,,3.0,60,0.0,,False,0.0,,,
46026,1479.0,1108,,3.0,72,0.0,,False,0.0,,,
46027,1479.0,5969,,2.0,144,0.0,,False,0.0,,,
46028,1479.0,1136,,3.0,30,0.0,,False,0.0,,,
46029,1479.0,1138,,3.0,30,0.0,,False,0.0,,,
46033,1479.0,7730,,2.0,72,0.0,,False,0.0,,,
46036,1479.0,1575,,3.0,1,0.0,,False,0.0,,,
46037,1479.0,1029,,3.0,50,,,False,0.0,,,
46058,1480.0,7958,,2.0,50,0.0,,False,0.0,,,
46059,1480.0,7959,,2.0,100,0.0,,False,0.0,,,
46060,1480.0,7194,,2.0,50,0.0,,False,0.0,,,
46061,1480.0,7195,,2.0,50,0.0,,False,0.0,,,
46062,1480.0,8165,,2.0,50,0.0,,False,0.0,,,
46063,1480.0,8285,,2.0,50,0.0,,False,0.0,,,
46064,1480.0,7882,,2.0,150,0.0,,False,0.0,,,
46065,1480.0,7883,,2.0,100,0.0,,False,0.0,,,
46066,1480.0,7884,,2.0,150,0.0,,False,0.0,,,
46067,1480.0,8286,,2.0,50,0.0,,False,0.0,,,
46068,1480.0,8288,,2.0,50,0.0,,False,0.0,,,
46069,1480.0,6517,,2.0,100,0.0,,False,0.0,,,
46070,1480.0,6516,,2.0,50,0.0,,False,0.0,,,
46071,1480.0,8287,,2.0,50,0.0,,False,0.0,,,
46072,1480.0,3076,,2.0,200,0.0,,False,0.0,,,
46073,1480.0,7333,,2.0,50,0.0,,False,0.0,,,
46074,1480.0,5827,,2.0,50,0.0,,False,0.0,,,
46075,1480.0,2212,,2.0,50,0.0,,False,0.0,,,
46076,1480.0,151,,2.0,150,0.0,,False,0.0,,,
46077,1480.0,7879,,2.0,50,0.0,,False,0.0,,,
46078,1480.0,7880,,2.0,50,0.0,,False,0.0,,,
46080,1480.0,4843,,2.0,50,0.0,,False,0.0,,,
46081,1480.0,6793,,2.0,150,0.0,,False,0.0,,,
46082,1480.0,7199,,2.0,50,0.0,,False,0.0,,,
46083,1480.0,4850,,2.0,100,0.0,,False,0.0,,,
46084,1480.0,5834,,2.0,150,0.0,,False,0.0,,,
46085,1480.0,8095,,2.0,50,0.0,,False,0.0,,,
46086,1480.0,5237,,2.0,450,0.0,,False,0.0,,,
46087,1480.0,7777,,2.0,50,0.0,,False,0.0,,,
46088,1480.0,7202,,2.0,150,0.0,,False,0.0,,,
46089,1480.0,7778,,2.0,100,0.0,,False,0.0,,,
46090,1481.0,7874,,2.0,100,,,False,0.0,,,
46092,1481.0,8278,,2.0,100,0.0,,False,0.0,,,
46093,1481.0,8277,,2.0,100,,,False,0.0,,,
47533,1546.0,8414,,15.0,6,0.0,,False,0.0,,,
47534,1546.0,8415,,15.0,6,0.0,,False,0.0,,,
47535,1546.0,929,,15.0,6,0.0,,False,0.0,,,
47536,1546.0,5567,,15.0,18,0.0,,False,0.0,,,
47537,1546.0,6595,,17.0,10,0.0,,False,0.0,,,
47538,1546.0,7938,,16.0,8,0.0,,False,0.0,,,
47539,1546.0,4957,,15.0,12,0.0,,False,0.0,,,
47540,1546.0,3313,,11.0,6,0.0,,False,0.0,,,
47541,1546.0,3948,,17.0,12,0.0,,False,0.0,,,
47542,1546.0,6844,,15.0,12,0.0,,False,0.0,,,
47543,1546.0,4898,,16.0,8,0.0,,False,0.0,,,
47545,1546.0,5319,,16.0,8,0.0,,False,0.0,,,
47546,1546.0,7701,,15.0,12,0.0,,False,0.0,,,
47547,1546.0,7097,,15.0,24,0.0,,False,0.0,,,
47548,1546.0,7080,,15.0,12,0.0,,False,0.0,,,
47549,1546.0,8497,,16.0,16,0.0,,False,0.0,,,
47550,1546.0,8496,,15.0,6,0.0,,False,0.0,,,
47551,1546.0,8495,,15.0,12,0.0,,False,0.0,,,
47552,1546.0,8494,,16.0,8,0.0,,False,0.0,,,
47553,1546.0,8493,,15.0,12,0.0,,False,0.0,,,
47554,1546.0,8492,,15.0,6,0.0,,False,0.0,,,
47555,1547.0,6488,,3.0,30,0.0,,False,0.0,,,
47556,1547.0,1078,,3.0,25,0.0,,False,0.0,,,
47558,1547.0,1145,,3.0,30,0.0,,False,0.0,,,
47560,1547.0,7871,,3.0,25,0.0,,False,0.0,,,
47562,1547.0,1085,,3.0,30,0.0,,False,0.0,,,
47563,1547.0,4291,,3.0,30,0.0,,False,0.0,,,
47564,1547.0,6493,,3.0,30,0.0,,False,0.0,,,
47566,1547.0,7870,,3.0,21,0.0,,False,0.0,,,
47567,1547.0,5117,,3.0,28,0.0,,False,0.0,,,
47568,1548.0,938,,3.0,48,,,False,0.0,,,
47570,1548.0,4689,,3.0,30,,,False,0.0,,,
47573,1548.0,6007,,3.0,25,,,False,0.0,,,
47578,1548.0,4161,,3.0,30,,,False,0.0,,,
47580,1549.0,3744,,3.0,28,0.0,,False,0.0,,,
47581,1549.0,7592,,3.0,30,0.0,,False,0.0,,,
47596,1551.0,2116,73-01,2.0,100,,,False,0.0,,,
47600,1551.0,6666,73-49,2.0,200,,,False,0.0,,,
46363,1501.0,8327,,2.0,100,0.0,,False,0.0,,,
46364,1501.0,8328,,2.0,100,0.0,,False,0.0,,,
46365,1501.0,8329,,2.0,100,0.0,,False,0.0,,,
46366,1501.0,8330,,2.0,100,0.0,,False,0.0,,,
46367,1501.0,8331,,2.0,100,0.0,,False,0.0,,,
46368,1501.0,8332,,2.0,100,0.0,,False,0.0,,,
46369,1501.0,6262,,2.0,150,0.0,,False,0.0,,,
46370,1501.0,7774,,2.0,150,0.0,,False,0.0,black maple,,
46371,1501.0,8334,,2.0,150,0.0,,False,0.0,,,
46372,1501.0,8335,,2.0,150,0.0,,False,0.0,,,
46373,1501.0,8337,,2.0,100,0.0,,False,0.0,,,
46374,1501.0,8336,,2.0,100,0.0,,False,0.0,,,
46375,1501.0,8338,,2.0,100,0.0,,False,0.0,,,
46376,1501.0,8339,,2.0,150,0.0,,False,0.0,,,
46377,1501.0,7972,,2.0,100,0.0,,False,0.0,trailing purple,,
46378,1501.0,8340,,2.0,200,0.0,,False,0.0,,,
46379,1501.0,8341,,2.0,150,0.0,,False,0.0,,,
46380,1501.0,8342,,2.0,50,0.0,,False,0.0,,,
46381,1501.0,8343,,2.0,100,0.0,,False,0.0,,,
46382,1501.0,8344,,2.0,100,0.0,,False,0.0,,,
46383,1501.0,8346,,2.0,100,0.0,,False,0.0,,,
46384,1501.0,8347,,2.0,100,0.0,,False,0.0,,,
46385,1501.0,8348,,2.0,50,0.0,,False,0.0,,,
46386,1501.0,8349,,2.0,100,0.0,,False,0.0,,,
46387,1501.0,8350,,2.0,50,0.0,,False,0.0,,,
46388,1501.0,8351,,2.0,150,0.0,,False,0.0,,,
46389,1501.0,8352,,2.0,150,0.0,,False,0.0,,,
46390,1501.0,8353,,2.0,900,0.0,,False,0.0,,,
46391,1502.0,869,,3.0,25,0.0,,False,0.0,,,
46392,1502.0,871,,3.0,25,0.0,,False,0.0,,,
46393,1502.0,872,,3.0,25,0.0,,False,0.0,,,
46394,1502.0,885,,3.0,25,0.0,,False,0.0,,,
46395,1502.0,887,,3.0,75,0.0,,False,0.0,,,
46396,1502.0,876,,3.0,25,0.0,,False,0.0,,,
46397,1502.0,5505,,3.0,25,0.0,,False,0.0,,,
46399,1503.0,4595,,2.0,50,0.0,,False,0.0,,,
46400,1503.0,6558,,2.0,150,0.0,,False,0.0,,,
46401,1503.0,6257,,2.0,100,0.0,,False,0.0,,,
46402,1503.0,6945,,2.0,50,0.0,,False,0.0,,,
46403,1503.0,7772,,2.0,50,0.0,,False,0.0,,,
46404,1503.0,102,,2.0,150,0.0,,False,0.0,,,
46406,1503.0,6255,,2.0,50,0.0,,False,0.0,,,
46407,1503.0,7645,,2.0,50,0.0,,False,0.0,,,
46408,1503.0,5265,,2.0,50,0.0,,False,0.0,,,
46410,1503.0,8217,,2.0,50,0.0,,False,0.0,,,
46411,1503.0,8218,,2.0,50,0.0,,False,0.0,,,
46412,1503.0,8219,,2.0,50,0.0,,False,0.0,,,
46413,1503.0,8220,,2.0,50,0.0,,False,0.0,,,
46414,1503.0,8221,,2.0,50,0.0,,False,0.0,,,
46415,1503.0,8223,,2.0,50,0.0,,False,0.0,,,
46416,1503.0,8224,,2.0,50,0.0,,False,0.0,,,
46417,1503.0,8225,,2.0,50,0.0,,False,0.0,,,
46418,1504.0,4783,,2.0,210,0.0,,False,0.0,,,
46419,1504.0,7302,,2.0,210,0.0,,False,0.0,,,
46420,1504.0,7103,,2.0,210,0.0,,False,0.0,,,
46421,1504.0,6605,,2.0,420,0.0,,False,0.0,,,
46422,1504.0,6600,,2.0,210,0.0,,False,0.0,,,
46423,1504.0,7102,,2.0,210,0.0,,False,0.0,,,
46424,1504.0,6602,,2.0,210,0.0,,False,0.0,,,
46425,1504.0,6917,,2.0,210,0.0,,False,0.0,,,
46426,1504.0,6603,,2.0,210,0.0,,False,0.0,,,
46427,1504.0,6604,,2.0,210,0.0,,False,0.0,,,
46428,1504.0,7525,,2.0,210,0.0,,False,0.0,,,
46430,1504.0,7334,,2.0,210,0.0,,False,0.0,,,
46431,1504.0,8226,,2.0,210,0.0,,False,0.0,,,
46432,1505.0,6478,,3.0,21,0.0,,False,0.0,,,
46435,1505.0,8096,,3.0,21,0.0,,False,0.0,,,
46436,1505.0,8098,,3.0,21,0.0,,False,0.0,,,
46437,1505.0,2515,,3.0,21,0.0,,False,0.0,,,
46438,1505.0,4901,,3.0,63,0.0,,False,0.0,,,
46439,1505.0,929,,3.0,42,0.0,,False,0.0,,,
46442,1505.0,3261,,3.0,21,0.0,,False,0.0,,,
46443,1505.0,1400,,3.0,42,0.0,,False,0.0,,,
46446,1505.0,3270,,3.0,21,0.0,,False,0.0,,,
46447,1505.0,3810,,3.0,21,0.0,,False,0.0,,,
46448,1506.0,2229,,2.0,51,0.0,,False,0.0,,,
46449,1506.0,2231,,2.0,51,0.0,,False,0.0,,,
46450,1506.0,8090,,2.0,204,0.0,,False,0.0,,,
46452,1506.0,8067,,2.0,51,0.0,,False,0.0,,,
46453,1506.0,8076,,2.0,51,0.0,,False,0.0,,,
46454,1506.0,8092,,2.0,51,0.0,,False,0.0,,,
46455,1506.0,3484,,2.0,153,0.0,,False,0.0,,,
46456,1506.0,7638,,2.0,51,0.0,,False,0.0,,,
46457,1506.0,3128,,2.0,51,0.0,,False,0.0,,,
46458,1506.0,7923,,2.0,50,0.0,,False,0.0,,,
46459,1506.0,7666,,2.0,50,0.0,,False,0.0,,,
46460,1506.0,7668,,2.0,200,0.0,,False,0.0,,,
46461,1506.0,7669,,2.0,150,0.0,,False,0.0,,,
46462,1506.0,7417,,2.0,100,0.0,,False,0.0,,,
46463,1506.0,8072,,2.0,51,0.0,,False,0.0,,,
46466,1507.0,7228,,3.0,25,0.0,,False,0.0,,,
46467,1507.0,7848,,3.0,25,0.0,,False,0.0,,,
46468,1507.0,7230,,3.0,40,0.0,,False,0.0,,,
46469,1507.0,817,,3.0,25,0.0,,False,0.0,,,
46470,1507.0,834,,3.0,25,0.0,,False,0.0,,,
46472,1507.0,833,,3.0,25,0.0,,False,0.0,,,
46473,1507.0,4185,,3.0,30,0.0,,False,0.0,,,
46474,1507.0,7988,,3.0,30,0.0,,False,0.0,,,
46475,1507.0,896,,3.0,30,0.0,,False,0.0,,,
46476,1507.0,7850,,3.0,30,0.0,,False,0.0,,,
46477,1507.0,7510,,3.0,30,0.0,,False,0.0,,,
46478,1507.0,7509,,3.0,30,0.0,,False,0.0,,,
46479,1507.0,7548,,3.0,30,0.0,,False,0.0,,,
46480,1507.0,5557,,3.0,30,0.0,,False,0.0,,,
46481,1507.0,7143,,3.0,30,0.0,,False,0.0,,,
46482,1507.0,7604,,3.0,30,0.0,,False,0.0,,,
46483,1507.0,7362,,3.0,25,0.0,,False,0.0,,,
46484,1507.0,3403,,3.0,30,0.0,,False,0.0,,,
46485,1507.0,7549,,3.0,80,0.0,,False,0.0,,,
46486,1507.0,938,,3.0,30,0.0,,False,0.0,,,
46487,1507.0,7852,,3.0,20,0.0,,False,0.0,,,
46488,1507.0,3527,,3.0,120,0.0,,False,0.0,,,
46489,1507.0,7240,,3.0,25,0.0,,False,0.0,,,
46493,1507.0,7551,,3.0,25,0.0,,False,0.0,,,
46494,1507.0,978,,3.0,25,0.0,,False,0.0,,,
46495,1507.0,7552,,3.0,25,0.0,,False,0.0,,,
46496,1507.0,7356,,3.0,25,0.0,,False,0.0,,,
46498,1507.0,982,,3.0,25,0.0,,False,0.0,,,
46501,1507.0,7753,,3.0,40,0.0,,False,0.0,,,
46502,1507.0,7244,,3.0,20,0.0,,False,0.0,,,
46504,1507.0,7857,,3.0,20,0.0,,False,0.0,,,
46505,1507.0,7606,,3.0,20,0.0,,False,0.0,,,
46506,1507.0,1039,,3.0,30,0.0,,False,0.0,,,
46507,1507.0,3312,,3.0,30,0.0,,False,0.0,,,
46508,1507.0,6826,,3.0,30,0.0,,False,0.0,,,
46509,1507.0,7555,,3.0,20,0.0,,False,0.0,,,
46510,1507.0,7254,,3.0,20,0.0,,False,0.0,,,
46511,1507.0,7458,,3.0,20,0.0,,False,0.0,,,
46512,1507.0,7556,,3.0,25,0.0,,False,0.0,,,
46513,1507.0,1057,,3.0,50,0.0,,False,0.0,,,
46514,1507.0,7255,,3.0,72,0.0,,False,0.0,,,
46515,1507.0,1071,,3.0,30,0.0,,False,0.0,,,
46516,1507.0,1073,,3.0,30,0.0,,False,0.0,,,
46518,1507.0,7761,,3.0,25,0.0,,False,0.0,,,
46519,1507.0,1085,,3.0,25,0.0,,False,0.0,,,
46520,1507.0,7572,,3.0,25,0.0,,False,0.0,,,
46522,1507.0,7758,,3.0,25,0.0,,False,0.0,,,
46523,1507.0,7559,,3.0,25,0.0,,False,0.0,,,
46524,1507.0,7858,,3.0,25,0.0,,False,0.0,,,
46525,1507.0,1132,,3.0,30,0.0,,False,0.0,,,
46526,1507.0,4291,,3.0,25,0.0,,False,0.0,,,
46527,1507.0,1138,,3.0,25,0.0,,False,0.0,,,
46529,1507.0,7436,,3.0,25,0.0,,False,0.0,,,
46530,1507.0,1576,,3.0,25,0.0,,False,0.0,,,
46531,1507.0,7859,,3.0,25,0.0,,False,0.0,,,
46532,1507.0,7762,,3.0,25,0.0,,False,0.0,,,
46533,1507.0,7860,,3.0,30,0.0,,False,0.0,,,
46535,1507.0,7563,,3.0,30,0.0,,False,0.0,,,
46536,1507.0,7862,,3.0,25,0.0,,False,0.0,,,
46537,1507.0,7564,,3.0,25,0.0,,False,0.0,,,
46538,1507.0,7367,,3.0,25,0.0,,False,0.0,,,
46539,1507.0,8100,,3.0,30,0.0,,False,0.0,,,
46540,1507.0,8103,,3.0,25,0.0,,False,0.0,,,
46541,1507.0,8105,,3.0,30,0.0,,False,0.0,,,
46542,1507.0,807,,3.0,30,0.0,,False,0.0,,,
46543,1507.0,8183,,3.0,25,0.0,,False,0.0,3/28,,
46544,1507.0,8181,,3.0,25,0.0,,False,0.0,3/28,,
46545,1507.0,8182,,3.0,25,0.0,,False,0.0,3/28,,
46547,1507.0,8101,,3.0,25,0.0,,False,0.0,,,
46548,1507.0,2526,,3.0,25,0.0,,False,0.0,,,
46549,1507.0,6852,,3.0,30,0.0,,False,0.0,,,
46550,1507.0,1127,,3.0,30,0.0,,False,0.0,,,
46551,1507.0,8236,,3.0,25,0.0,,False,0.0,,,
46552,1507.0,8237,,3.0,25,0.0,,False,0.0,,,
46554,1507.0,8239,,3.0,20,0.0,,False,0.0,,,
46556,1507.0,8241,,3.0,25,0.0,,False,0.0,,,
46558,1507.0,8243,,3.0,25,0.0,,False,0.0,,,
46559,1507.0,8244,,3.0,25,0.0,,False,0.0,,,
46560,1507.0,8245,,3.0,25,0.0,,False,0.0,,,
46561,1507.0,8246,,3.0,20,0.0,,False,0.0,,,
46562,1507.0,8247,,3.0,25,0.0,,False,0.0,,,
46564,1507.0,8249,,3.0,30,0.0,,False,0.0,,,
46568,1507.0,8354,,2.0,72,0.0,,False,0.0,,,
46569,1507.0,8355,,2.0,72,0.0,,False,0.0,,,
46570,1507.0,7069,,3.0,25,0.0,,False,0.0,,,
46645,1515.0,6785,,19.0,24,,,False,0.0,,,
46647,1515.0,6785,,26.0,12,,,False,0.0,,,
46648,1515.0,7783,,26.0,6,,,False,0.0,,,
46649,1515.0,229,,26.0,15,,,False,0.0,,,
46650,1515.0,4812,,19.0,16,,,False,0.0,,,
46651,1515.0,6787,,19.0,12,,,False,0.0,,,
46652,1515.0,7733,,26.0,20,,,False,0.0,,,
46653,1515.0,7429,,26.0,3,,,False,0.0,,,
46654,1515.0,8300,,19.0,12,,,False,0.0,,,
46655,1515.0,8300,,26.0,12,,,False,0.0,,,
46656,1515.0,7427,,27.0,20,,,False,0.0,,,
46657,1515.0,7280,,19.0,12,,,False,0.0,,,
46658,1515.0,5266,,19.0,18,,,False,0.0,,,
46659,1515.0,8371,,26.0,5,,,False,0.0,,,
46660,1516.0,7340,,3.0,15,0.0,,False,0.0,,,
46661,1516.0,4700,,3.0,15,0.0,,False,0.0,,,
46662,1516.0,6003,,3.0,10,0.0,,False,0.0,,,
46663,1516.0,3747,,3.0,15,0.0,,False,0.0,,,
46664,1516.0,8125,,3.0,15,0.0,,False,0.0,,,
46665,1516.0,1079,,3.0,15,0.0,,False,0.0,,,
46666,1516.0,5739,,3.0,10,0.0,,False,0.0,,,
46667,1516.0,1082,,3.0,5,0.0,,False,0.0,,,
46668,1516.0,3743,,3.0,5,0.0,,False,0.0,,,
46669,1516.0,8372,,3.0,15,0.0,,False,0.0,,,
46670,1516.0,8373,,3.0,15,0.0,,False,0.0,,,
46671,1516.0,8374,,3.0,10,0.0,,False,0.0,,,
46672,1516.0,8375,,3.0,10,0.0,,False,0.0,,,
46673,1516.0,8376,,3.0,15,0.0,,False,0.0,,,
46674,1516.0,8377,,3.0,15,0.0,,False,0.0,,,
46675,1517.0,3885,,2.0,50,0.0,,False,0.0,,,
46676,1517.0,2805,,2.0,50,0.0,,False,0.0,,,
46677,1517.0,2334,,2.0,200,0.0,,False,0.0,,,
46678,1517.0,3164,,2.0,150,0.0,,False,0.0,,,
46679,1517.0,2398,,2.0,150,0.0,,False,0.0,,,
46680,1517.0,276,,2.0,150,0.0,,False,0.0,,,
46681,1517.0,2413,,2.0,200,0.0,,False,0.0,,,
46682,1517.0,4625,,2.0,250,0.0,,False,0.0,,,
46683,1517.0,2595,,2.0,200,0.0,,False,0.0,,,
46684,1517.0,7326,,2.0,150,0.0,,False,0.0,,,
46686,1517.0,8408,,2.0,50,0.0,,False,0.0,,,
46687,1517.0,8409,,2.0,50,0.0,,False,0.0,,,
46688,1517.0,8407,,2.0,50,0.0,,False,0.0,,,
46689,1517.0,8405,,2.0,50,0.0,,False,0.0,,,
46690,1517.0,8406,,2.0,50,0.0,,False,0.0,,,
