InventoryID,DateCounted,ItemID,UnitID,NumberOfUnits,InventoryComments,LocationID
5084,10/13/23 0:00,1085,19,8,,
5085,10/13/23 0:00,7165,19,32,,
5086,10/13/23 0:00,6877,19,13,,
5087,10/13/23 0:00,1129,20,5,,
5088,10/13/23 0:00,1138,19,24,,
5089,10/13/23 0:00,2494,19,15,,
5090,10/13/23 0:00,2494,48,4,,
5091,10/13/23 0:00,1136,19,8,,
5092,10/13/23 0:00,8495,48,4,,
5093,10/13/23 0:00,4733,19,24,,
5094,10/13/23 0:00,8152,19,14,,
5095,10/13/23 0:00,6493,19,5,,
5096,10/13/23 0:00,1576,19,3,,
5097,10/13/23 0:00,807,19,24,,
5098,10/13/23 0:00,5074,19,3,,
5099,10/13/23 0:00,797,19,2,,
5100,10/13/23 0:00,822,37,13,,
5101,10/13/23 0:00,834,19,2,,
5102,10/13/23 0:00,8413,19,3,,
5103,10/13/23 0:00,2967,19,4,,
5104,10/13/23 0:00,889,19,12,,
5105,10/13/23 0:00,867,48,11,,
5106,10/13/23 0:00,3427,48,1,,
5107,10/13/23 0:00,865,20,2,,
5108,10/13/23 0:00,5313,48,4,,
5109,10/13/23 0:00,920,19,3,,
5110,10/13/23 0:00,8120,19,4,,
5111,10/13/23 0:00,5567,19,4,,
5112,10/13/23 0:00,8420,19,60,,
5113,10/13/23 0:00,4901,19,18,,
5114,10/13/23 0:00,7870,19,13,,
5115,10/13/23 0:00,8487,19,12,,
5116,10/13/23 0:00,7026,19,5,,
5117,10/13/23 0:00,8489,19,7,,
5118,10/13/23 0:00,1002,19,12,,
5119,10/13/23 0:00,7441,19,8,,
5120,10/13/23 0:00,7369,19,4,,
5121,10/13/23 0:00,5482,19,4,,
5122,10/13/23 0:00,999,19,8,,
5123,10/13/23 0:00,8629,19,8,,
5124,10/13/23 0:00,1001,19,11,,
5125,10/13/23 0:00,8303,19,7,,
5126,10/13/23 0:00,7246,19,4,,
5127,10/13/23 0:00,995,19,3,,
5128,10/13/23 0:00,8416,19,60,,
5129,10/13/23 0:00,7587,19,12,,
5130,10/13/23 0:00,7386,19,4,,
5131,10/13/23 0:00,1039,19,11,,
5132,10/13/23 0:00,1048,19,17,,
5133,10/13/23 0:00,4975,19,2,,
5134,10/13/23 0:00,5317,19,9,,
5135,10/13/23 0:00,1173,48,1,,
5136,10/13/23 0:00,1120,20,2,,
5137,10/13/23 0:00,4322,48,9,,
5138,10/13/23 0:00,7113,48,3,,
5139,11/7/24 0:00,5981,19,24,,
5140,11/7/24 0:00,4628,19,4,,
5141,11/7/24 0:00,1280,19,22,,
5142,11/7/24 0:00,1610,19,10,,
5143,11/7/24 0:00,887,48,38,,
5144,11/7/24 0:00,872,48,1,,
5145,11/7/24 0:00,871,48,8,,
5146,11/7/24 0:00,869,48,3,,
5147,11/7/24 0:00,885,48,1,,
5148,11/7/24 0:00,876,48,6,,
5149,11/7/24 0:00,7872,20,2,,
5150,11/7/24 0:00,6004,20,5,,
5151,11/7/24 0:00,4901,19,14,,
5152,11/7/24 0:00,4733,19,5,,
5153,11/7/24 0:00,855,19,17,,
5154,11/7/24 0:00,6875,19,4,,
5155,11/7/24 0:00,4722,19,1,,
5156,11/7/24 0:00,8442,19,23,,
5157,11/7/24 0:00,1400,19,5,,
5158,11/7/24 0:00,8100,19,17,,
5159,11/7/24 0:00,3311,19,6,,
5160,11/7/24 0:00,8420,19,19,,
5161,11/7/24 0:00,5493,19,14,,
5162,11/7/24 0:00,6000,19,2,,
5163,11/7/24 0:00,8105,19,2,,
5164,11/7/24 0:00,4185,19,18,,
5165,11/7/24 0:00,3312,19,11,,
5166,11/7/24 0:00,978,19,5,,
5167,11/7/24 0:00,7552,19,3,,
5168,11/7/24 0:00,982,19,4,,
5169,11/7/24 0:00,8241,19,6,,
5170,11/7/24 0:00,8243,19,8,,
5171,11/7/24 0:00,8103,19,8,,
5172,11/7/24 0:00,8417,19,8,,
5173,11/7/24 0:00,8417,20,2,,
5174,11/7/24 0:00,8248,19,2,,
5175,11/7/24 0:00,8247,19,1,,
5176,11/7/24 0:00,1138,19,1,,
5177,11/7/24 0:00,7761,19,7,,
5178,11/7/24 0:00,2985,20,6,,
5179,11/7/24 0:00,7165,19,8,,
5180,11/7/24 0:00,8124,20,6,,
5181,11/7/24 0:00,8123,20,6,,
5182,11/7/24 0:00,7891,20,9,,
5183,11/7/24 0:00,3747,20,7,,
5184,11/7/24 0:00,8377,20,10,,
5185,11/7/24 0:00,4700,20,8,,
5186,11/7/24 0:00,8125,20,2,,
5187,11/7/24 0:00,6003,20,3,,
5188,11/7/24 0:00,7361,20,5,,
5189,11/7/24 0:00,7391,19,5,,
5190,11/7/24 0:00,1162,19,12,,
5191,11/7/24 0:00,8152,19,21,,
5192,11/7/24 0:00,2578,48,6,,
5193,11/7/24 0:00,7255,19,7,,
5194,11/7/24 0:00,8479,19,10,,
5195,11/7/24 0:00,1057,19,6,,
5196,11/7/24 0:00,1055,19,16,,
5197,11/7/24 0:00,2582,19,3,,
5198,11/7/24 0:00,1048,19,9,,
5199,11/7/24 0:00,1048,20,4,,
5200,11/7/24 0:00,5317,19,3,,
1,10/15/04 0:00,2577,19,11,,
2,10/15/04 0:00,3307,19,16,,
3,10/15/04 0:00,1349,19,44,,
4,10/15/04 0:00,1085,19,19,,
5,10/15/04 0:00,804,19,34,,
6,10/15/04 0:00,803,19,5,,
7,10/15/04 0:00,808,19,10,,
8,10/15/04 0:00,1202,19,16,,
9,10/15/04 0:00,821,20,4,,
10,10/15/04 0:00,832,19,1,,
11,10/15/04 0:00,831,19,10,,
12,10/15/04 0:00,834,19,17,,
13,10/15/04 0:00,1276,20,4,,
14,10/15/04 0:00,957,19,2,,
15,10/15/04 0:00,2698,19,16,,
16,10/15/04 0:00,1277,19,14,,
17,10/15/04 0:00,1346,19,4,,
18,10/15/04 0:00,819,19,4,,
19,10/15/04 0:00,2596,19,4,,
20,10/15/04 0:00,2967,19,4,,
21,10/15/04 0:00,3254,19,1,,
22,10/15/04 0:00,1164,20,3,,
23,10/15/04 0:00,920,19,6,,
24,10/15/04 0:00,922,19,13,,
25,10/15/04 0:00,919,19,14,,
26,10/15/04 0:00,856,19,15,,
27,10/15/04 0:00,3252,20,3,,
28,10/15/04 0:00,881,20,1,,
29,10/15/04 0:00,882,20,1,,
30,10/15/04 0:00,884,20,1,,
31,10/15/04 0:00,1452,20,11,,
32,10/15/04 0:00,2601,19,9,,
33,10/15/04 0:00,3144,19,27,,
34,10/15/04 0:00,1421,19,52,,
35,10/15/04 0:00,983,19,7,,
36,10/15/04 0:00,986,19,1,,
37,10/15/04 0:00,985,19,1,,
38,10/15/04 0:00,2537,19,2,,
39,10/15/04 0:00,841,19,1,,
40,10/15/04 0:00,2660,19,31,,
41,10/15/04 0:00,201,19,16,,
42,10/15/04 0:00,992,19,11,,
43,10/15/04 0:00,793,20,3,,
44,10/15/04 0:00,3357,20,3,,
45,10/15/04 0:00,1059,20,1,,
46,10/15/04 0:00,1061,20,2,,
47,10/15/04 0:00,2506,20,1,,
48,10/15/04 0:00,2505,20,1,,
49,10/15/04 0:00,1060,20,3,Not casa blanca- in fact 3 unknown orientals,
50,10/15/04 0:00,2417,19,3,,
51,10/15/04 0:00,1007,19,4,,
52,10/15/04 0:00,996,19,12,,
53,10/15/04 0:00,997,19,16,,
54,10/15/04 0:00,998,19,2,,
55,10/15/04 0:00,995,19,4,,
56,10/15/04 0:00,1000,19,1,,
57,10/15/04 0:00,994,19,2,,
58,10/15/04 0:00,991,19,2,,
59,10/15/04 0:00,1003,19,7,,
60,10/15/04 0:00,999,19,5,,
61,10/15/04 0:00,994,19,2,,
62,10/15/04 0:00,1004,19,1,,
63,10/15/04 0:00,2539,19,2,,
64,10/15/04 0:00,1005,19,4,,
65,10/15/04 0:00,2646,19,30,,
66,10/15/04 0:00,1104,19,38,,
67,10/15/04 0:00,3008,19,7,,
68,10/15/04 0:00,1126,19,2,,
69,10/15/04 0:00,3540,19,24,,
70,10/15/04 0:00,2675,19,6,,
71,10/15/04 0:00,3013,19,40,,
72,10/15/04 0:00,2334,19,8,,
73,10/15/04 0:00,1417,19,24,covered in whiteflies,
74,10/15/04 0:00,1129,20,9,actually in 2 gallon pots,
75,10/15/04 0:00,3105,19,44,,
76,10/15/04 0:00,3313,19,31,,
77,10/15/04 0:00,1380,19,2,,
78,10/15/04 0:00,902,19,2,,
79,10/15/04 0:00,1387,19,1,,
80,10/15/04 0:00,1381,19,1,,
81,10/15/04 0:00,1284,19,1,,
82,10/15/04 0:00,1388,19,1,unknown variety,
83,10/15/04 0:00,900,19,2,,
84,10/15/04 0:00,1460,19,1,,
85,10/15/04 0:00,2598,19,12,,
86,10/15/04 0:00,2657,19,11,,
87,10/15/04 0:00,2656,19,48,,
88,10/15/04 0:00,3133,19,12,,
89,10/15/04 0:00,3255,19,7,,
90,10/15/04 0:00,2570,19,3,,
91,10/15/04 0:00,965,19,14,,
92,10/15/04 0:00,2531,19,2,,
93,10/15/04 0:00,2534,19,18,,
94,10/15/04 0:00,970,19,8,,
95,10/15/04 0:00,2532,19,4,,
96,10/15/04 0:00,2584,19,2,,
97,10/15/04 0:00,982,19,2,,
98,10/15/04 0:00,971,19,5,,
99,10/15/04 0:00,978,19,2,,
100,10/15/04 0:00,2490,19,5,,
101,10/15/04 0:00,2533,19,2,,
102,10/15/04 0:00,1015,19,25,,
103,10/15/04 0:00,2542,19,1,,
104,10/15/04 0:00,2544,19,4,,
105,10/15/04 0:00,1221,19,17,,
106,10/15/04 0:00,3223,19,12,,
107,10/15/04 0:00,1394,19,40,,
108,10/15/04 0:00,2594,19,8,,
109,10/15/04 0:00,2577,19,11,,
110,10/15/04 0:00,970,19,25,Actually unknown - NO TAGS,
111,10/15/04 0:00,858,19,36,,
112,10/15/04 0:00,3222,19,9,,
113,10/15/04 0:00,2597,19,7,,
114,10/15/04 0:00,3420,19,4,,
115,10/15/04 0:00,2673,19,16,,
116,10/15/04 0:00,1279,19,15,,
117,10/15/04 0:00,3135,19,6,,
118,10/15/04 0:00,1348,19,5,,
119,10/15/04 0:00,3136,19,12,,
120,10/15/04 0:00,1362,19,15,,
121,10/15/04 0:00,861,19,9,,
122,10/15/04 0:00,3180,19,25,,
123,10/15/04 0:00,3428,19,5,,
124,10/15/04 0:00,3181,19,3,,
125,10/15/04 0:00,912,19,5,,
126,10/15/04 0:00,1386,19,4,,
127,10/15/04 0:00,2586,19,2,,
128,10/15/04 0:00,1387,19,2,,
129,10/15/04 0:00,2588,19,19,,
130,10/15/04 0:00,896,19,11,,
131,10/15/04 0:00,3178,19,11,,
132,10/15/04 0:00,23,19,1,,
133,10/15/04 0:00,3202,19,1,,
134,10/15/04 0:00,988,19,2,,
135,10/15/04 0:00,2638,19,19,,
136,10/15/04 0:00,2691,19,13,,
137,10/15/04 0:00,1283,19,1,,
138,10/15/04 0:00,2589,19,1,,
139,10/15/04 0:00,1372,19,1,,
140,10/15/04 0:00,895,19,1,,
141,10/15/04 0:00,3206,19,1,,
142,10/15/04 0:00,939,19,4,,
143,10/15/04 0:00,1169,19,2,,
144,10/15/04 0:00,3185,19,21,,
145,10/15/04 0:00,942,19,15,,
146,10/15/04 0:00,3104,19,12,,
147,10/15/04 0:00,1290,19,13,,
148,10/15/04 0:00,2491,19,8,,
149,10/15/04 0:00,2583,19,12,,
150,10/15/04 0:00,2685,19,1,,
151,10/15/04 0:00,1032,19,1,,
152,10/15/04 0:00,3106,19,2,,
153,10/15/04 0:00,1555,19,11,,
154,10/15/04 0:00,2647,19,12,,
155,10/15/04 0:00,3227,19,14,,
156,10/15/04 0:00,3195,19,12,,
157,10/15/04 0:00,1074,19,3,,
158,10/15/04 0:00,3146,19,48,,
159,10/15/04 0:00,1372,19,4,,
160,10/15/04 0:00,1392,19,9,,
161,10/15/04 0:00,3329,20,4,,
162,10/15/04 0:00,1389,19,8,,
163,10/15/04 0:00,1617,19,10,,
164,10/15/04 0:00,1157,19,2,,
165,10/15/04 0:00,1156,19,3,,
166,10/15/04 0:00,1149,19,7,,
167,10/15/04 0:00,1154,19,5,,
168,10/15/04 0:00,1151,19,10,,
169,10/15/04 0:00,3142,19,7,,
170,10/15/04 0:00,1390,19,4,,
171,10/15/04 0:00,1616,19,3,,
172,10/15/04 0:00,2525,19,5,actually unknown b/c not tagged,
173,10/15/04 0:00,809,19,1,,
174,10/15/04 0:00,944,19,5,,
175,10/15/04 0:00,1687,19,36,,
176,10/15/04 0:00,3188,19,18,,
177,10/15/04 0:00,1046,19,3,,
178,10/15/04 0:00,1057,19,16,,
179,10/15/04 0:00,1551,19,40,,
180,10/15/04 0:00,1550,19,24,,
181,10/15/04 0:00,1560,19,13,,
182,10/15/04 0:00,1303,19,7,,
183,10/15/04 0:00,1114,19,4,,
184,10/15/04 0:00,2652,19,10,,
185,10/15/04 0:00,2560,19,8,,
186,10/15/04 0:00,2494,19,4,,
187,10/15/04 0:00,277,19,4,not tagged - actually unknown,
188,10/15/04 0:00,1138,19,1,,
189,10/15/04 0:00,3271,19,9,,
190,10/15/04 0:00,1137,19,1,,
191,10/15/04 0:00,3274,19,20,not really sure if white or red,
192,10/15/04 0:00,3201,19,11,,
193,10/15/04 0:00,1562,19,2,,
194,10/15/04 0:00,3199,19,20,,
195,10/15/04 0:00,362,19,9,,
196,10/15/04 0:00,3204,19,23,'rosea',
197,10/15/04 0:00,3204,19,22,,
198,10/15/04 0:00,2575,19,2,,
199,10/15/04 0:00,1179,19,4,,
200,10/15/04 0:00,1180,19,4,,
201,10/15/04 0:00,2654,19,5,not tagged not sure,
202,10/15/04 0:00,3203,19,2,,
203,10/15/04 0:00,2567,19,23,'royal blue',
204,10/15/04 0:00,3198,19,16,,
205,10/15/04 0:00,1495,19,37,,
206,10/15/04 0:00,2679,19,22,,
207,10/15/04 0:00,3197,19,21,,
208,10/15/04 0:00,3539,19,26,,
209,10/15/04 0:00,1354,19,1,peach leaved blue,
210,10/15/04 0:00,1355,19,1,peach leaved white,
211,10/15/04 0:00,853,19,12,unknown,
212,10/15/04 0:00,3541,19,13,,
213,10/15/04 0:00,3425,19,26,,
214,10/15/04 0:00,3540,19,10,,
215,10/15/04 0:00,3471,19,16,,
216,10/15/04 0:00,1412,19,62,,
217,10/15/04 0:00,2985,20,3,,
218,10/15/04 0:00,1010,20,25,,
219,10/15/04 0:00,262,20,2,,
220,10/15/04 0:00,1423,19,1,,
221,10/15/04 0:00,1357,19,16,siberian bellflower,
222,10/15/04 0:00,972,19,2,,
223,10/15/04 0:00,3262,19,6,,
224,10/15/04 0:00,944,19,2,,
225,10/15/04 0:00,2529,19,6,,
226,10/15/04 0:00,2528,19,16,actually unknown cranesbills,
227,10/15/04 0:00,1005,19,1,,
228,10/15/04 0:00,1253,19,66,sea lavender,
229,10/15/04 0:00,947,19,26,,
230,10/15/04 0:00,2562,19,1,,
231,10/15/04 0:00,2578,19,7,,
232,10/15/04 0:00,950,19,1,,
233,10/15/04 0:00,941,19,4,,
234,10/15/04 0:00,948,19,10,,
235,10/20/05 0:00,3420,19,44,,
236,10/20/05 0:00,796,19,9,,
237,10/20/05 0:00,2598,19,13,,
238,10/20/05 0:00,3222,19,64,,
239,10/20/05 0:00,2597,19,46,,
240,10/20/05 0:00,3133,19,52,,
241,10/20/05 0:00,3176,19,17,,
242,10/20/05 0:00,816,19,2,,
243,10/20/05 0:00,3844,19,27,,
244,10/20/05 0:00,3309,19,5,,
245,10/20/05 0:00,817,19,10,,
246,10/20/05 0:00,3428,19,21,,
247,10/20/05 0:00,24,19,17,,
248,10/20/05 0:00,3223,19,8,,
249,10/20/05 0:00,3135,19,13,,
250,10/20/05 0:00,852,19,19,,
251,10/20/05 0:00,855,19,41,,
252,10/20/05 0:00,1357,19,39,,
253,10/20/05 0:00,2591,19,4,,
254,10/20/05 0:00,3724,19,8,,
255,10/20/05 0:00,854,19,13,,
256,10/20/05 0:00,3425,19,1,,
257,10/20/05 0:00,3425,19,8,,
258,10/20/05 0:00,1354,19,10,,
259,10/20/05 0:00,1353,19,8,,
260,10/20/05 0:00,1363,19,13,,
261,10/20/05 0:00,3179,19,16,,
262,10/20/05 0:00,1283,19,8,,
263,10/20/05 0:00,862,19,1,,
264,10/20/05 0:00,861,19,2,,
265,10/20/05 0:00,2413,19,72,,
266,10/20/05 0:00,3180,19,4,,
267,10/20/05 0:00,3787,19,100,,
268,10/20/05 0:00,895,19,19,,
269,10/20/05 0:00,1372,19,4,,
270,10/20/05 0:00,891,19,3,,
271,10/20/05 0:00,1687,19,44,,
272,10/20/05 0:00,3729,19,15,,
273,10/20/05 0:00,1280,19,28,,
274,10/20/05 0:00,3916,19,36,,
275,10/20/05 0:00,2951,19,16,,
276,10/20/05 0:00,1282,19,20,,
277,10/20/05 0:00,3914,19,5,,
278,10/20/05 0:00,3915,19,2,,
279,10/20/05 0:00,1394,19,46,,
280,10/20/05 0:00,1380,19,7,,
281,10/20/05 0:00,900,19,12,,
282,10/20/05 0:00,3722,19,8,,
283,10/20/05 0:00,902,19,6,,
284,10/20/05 0:00,2587,19,2,,
285,10/20/05 0:00,2586,19,5,,
286,10/20/05 0:00,2872,19,7,,
287,10/20/05 0:00,1385,19,6,,
288,10/20/05 0:00,901,19,14,ACTUALLY MISC. - w/OUT TAGS,
289,10/20/05 0:00,3403,19,34,,
290,10/20/05 0:00,2638,19,11,,
291,10/20/05 0:00,929,19,24,,
292,10/20/05 0:00,3863,19,8,,
293,10/20/05 0:00,3863,19,6,Actually misc. -w/out tags,
294,10/20/05 0:00,3737,19,2,,
295,10/20/05 0:00,3261,19,1,,
296,10/20/05 0:00,2600,19,7,,
297,10/20/05 0:00,1400,19,35,,
298,10/20/05 0:00,932,19,7,,
299,10/20/05 0:00,933,19,12,,
300,10/20/05 0:00,2636,19,10,,
301,10/20/05 0:00,3181,19,4,,
302,10/20/05 0:00,951,19,2,,
303,10/20/05 0:00,3527,19,20,,
304,10/20/05 0:00,948,19,22,,
305,10/20/05 0:00,3262,19,11,,
306,10/20/05 0:00,943,19,22,,
307,10/20/05 0:00,942,19,9,,
308,10/20/05 0:00,945,19,8,,
309,10/20/05 0:00,971,19,16,,
310,10/20/05 0:00,978,19,11,,
311,10/20/05 0:00,965,19,35,,
312,10/20/05 0:00,2489,19,16,,
313,10/20/05 0:00,3731,19,21,,
314,10/20/05 0:00,3264,19,2,,
315,10/20/05 0:00,972,19,20,,
316,10/20/05 0:00,970,19,16,,
317,10/20/05 0:00,3730,19,10,,
318,10/20/05 0:00,968,19,3,,
319,10/20/05 0:00,970,19,64,actually misc. w/out tags,
320,10/20/05 0:00,953,19,7,,
321,10/20/05 0:00,954,19,1,,
322,10/20/05 0:00,955,19,11,,
323,10/20/05 0:00,989,19,8,,
324,10/20/05 0:00,3187,19,2,,
325,10/20/05 0:00,3329,19,7,,
326,10/20/05 0:00,3187,19,7,actually misc. w/out tags,
327,10/20/05 0:00,1253,19,16,,
328,10/20/05 0:00,1425,19,16,,
329,10/20/05 0:00,1412,19,28,,
330,10/20/05 0:00,1290,19,28,dames rocket mix,
331,10/20/05 0:00,3186,19,32,,
332,10/20/05 0:00,1577,19,20,shasta daisy mixed,
333,10/20/05 0:00,1579,19,1,,
334,10/20/05 0:00,2639,19,8,,
335,10/20/05 0:00,2640,19,14,,
336,10/20/05 0:00,1404,19,12,,
337,10/20/05 0:00,3422,19,29,,
338,10/20/05 0:00,1043,19,35,,
339,10/20/05 0:00,3698,19,35,,
340,10/20/05 0:00,2752,19,28,,
341,10/20/05 0:00,3643,19,23,,
342,10/20/05 0:00,1469,19,8,,
343,10/20/05 0:00,2874,19,3,,
344,10/20/05 0:00,2878,19,3,,
345,10/20/05 0:00,1468,19,2,,
346,10/20/05 0:00,1015,19,14,,
347,10/20/05 0:00,1014,19,2,,
348,10/20/05 0:00,2544,19,1,,
349,10/20/05 0:00,2541,19,29,"ACTUALLY CALLED""BARBS PURPLE""/ UNKNOWN",
350,10/20/05 0:00,3733,19,12,,
351,10/20/05 0:00,1055,19,4,,
352,10/20/05 0:00,1054,19,5,,
353,10/20/05 0:00,1051,19,8,,
354,10/20/05 0:00,1053,19,27,,
355,10/20/05 0:00,1052,19,13,,
356,10/20/05 0:00,1114,19,16,,
357,10/20/05 0:00,1551,19,72,,
358,10/20/05 0:00,1550,19,6,,
359,10/20/05 0:00,1116,19,21,,
360,10/20/05 0:00,1115,19,24,Red Beauty,
361,10/20/05 0:00,1117,19,60,actually miscellaneous,
362,10/20/05 0:00,3855,19,33,,
363,10/20/05 0:00,1099,19,6,,
364,10/20/05 0:00,1089,19,8,,
365,10/20/05 0:00,1092,19,8,,
366,10/20/05 0:00,1108,19,48,,
367,10/20/05 0:00,3593,19,15,actually miscellaneous,
368,10/20/05 0:00,1056,19,8,,
369,10/20/05 0:00,1058,19,13,,
370,10/20/05 0:00,2680,19,31,,
371,10/20/05 0:00,3196,19,8,,
372,10/20/05 0:00,2646,19,26,the weed that keeps on giving,
373,10/20/05 0:00,1112,19,5,,
374,10/20/05 0:00,1110,19,13,,
375,10/20/05 0:00,1109,19,1,,
376,10/20/05 0:00,1085,19,8,,
377,10/20/05 0:00,1086,19,3,,
378,10/20/05 0:00,2550,19,26,,
379,10/20/05 0:00,3703,19,8,,
380,10/20/05 0:00,1076,19,6,,
381,10/20/05 0:00,3200,19,53,,
382,10/20/05 0:00,1119,19,2,,
383,10/20/05 0:00,1218,19,3,,
384,10/20/05 0:00,3197,19,1,,
385,10/20/05 0:00,1157,19,48,,
386,10/20/05 0:00,2735,19,10,,
387,10/20/05 0:00,1471,19,1,,
388,10/20/05 0:00,1047,19,1,,
389,10/20/05 0:00,1046,19,1,,
390,10/20/05 0:00,1045,19,13,MISCELLANEOUS ADD 4,
391,10/20/05 0:00,1575,19,8,,
392,10/20/05 0:00,1154,19,15,,
393,10/20/05 0:00,3964,19,46,,
394,10/20/05 0:00,3811,19,2,,
395,10/20/05 0:00,3748,19,3,,
396,10/20/05 0:00,3471,19,87,,
397,10/20/05 0:00,3250,19,3,,
398,10/20/05 0:00,3709,19,42,,
399,10/20/05 0:00,2996,19,36,,
400,10/20/05 0:00,3106,19,1,,
401,10/20/05 0:00,3227,19,1,,
402,10/20/05 0:00,2566,19,4,,
403,10/20/05 0:00,3251,19,1,,
404,10/20/05 0:00,1173,19,1,,
405,10/20/05 0:00,362,19,49,,
406,10/20/05 0:00,2562,19,2,,
407,10/20/05 0:00,1305,19,5,,
408,10/20/05 0:00,3708,19,22,,
409,10/20/05 0:00,1146,19,20,,
410,10/20/05 0:00,1145,19,4,,
411,10/20/05 0:00,268,19,13,,
412,10/20/05 0:00,3713,19,11,,
413,10/20/05 0:00,3274,19,6,,
414,10/20/05 0:00,1139,19,26,,
415,10/20/05 0:00,1136,19,37,,
416,10/20/05 0:00,1138,19,15,,
417,10/20/05 0:00,2494,19,6,,
418,10/20/05 0:00,1140,19,2,,
419,10/20/05 0:00,1132,19,64,,
420,10/20/05 0:00,835,19,4,ADD 8 SENSITIVE FERNS,
421,10/20/05 0:00,958,19,9,,
422,10/20/05 0:00,956,19,6,Praecox,
