PlantingID,DatePlanted,ItemID,UnitID,NumberOfUnits,PlantingComments,LocationID
126,3/1/02 0:00,2269,4,102,,
127,3/1/02 0:00,2270,4,102,,
128,3/1/02 0:00,2267,4,102,,
129,3/4/02 0:00,2118,5,28,,
130,3/4/02 0:00,2119,5,11,,
131,3/4/02 0:00,2117,5,11,,
132,3/4/02 0:00,2120,5,5,,
133,3/4/02 0:00,2121,5,5,,
134,3/4/02 0:00,2438,5,11,,
135,3/4/02 0:00,2437,6,3,,
136,3/4/02 0:00,2197,5,5 1/2,,
137,3/15/02 0:00,2283,5,8,,
138,3/6/02 0:00,2863,4,101,,
139,3/6/02 0:00,2270,4,102,,
140,3/6/02 0:00,2248,4,100,,
141,3/6/02 0:00,2252,4,199,,
142,3/6/02 0:00,2251,4,100,,
143,3/6/02 0:00,2253,4,99,,
144,3/6/02 0:00,2247,4,100,,
145,3/6/02 0:00,2250,4,200,,
146,3/6/02 0:00,2254,4,101,,
147,3/6/02 0:00,2177,5,7,,
148,3/6/02 0:00,2202,5,19,,
149,3/6/02 0:00,2405,5,7,,
150,3/6/02 0:00,2124,5,10,,
151,3/6/02 0:00,2123,5,5,,
152,3/6/02 0:00,2130,5,6,,
153,3/6/02 0:00,2436,5,7,,
154,3/6/02 0:00,2321,5,6 1/2,,
155,3/6/02 0:00,2320,5,10,,
156,3/6/02 0:00,2322,5,10,,
157,3/6/02 0:00,2218,5,7,,
158,3/6/02 0:00,2122,5,6,,
159,3/6/02 0:00,2330,5,14,,
160,3/6/02 0:00,2177,5,7,,
161,3/6/02 0:00,2217,5,7,,
162,3/6/02 0:00,2292,5,7,,
163,3/6/02 0:00,183,5,7,,
164,3/6/02 0:00,2290,5,7,,
165,3/6/02 0:00,2291,5,7,,
166,3/6/02 0:00,182,5,7,,
167,3/6/02 0:00,208,5,6,,
168,3/6/02 0:00,2407,5,6,,
169,3/6/02 0:00,2148,5,5,,
170,3/6/02 0:00,2342,5,6,,
171,3/6/02 0:00,2189,5,7,,
172,3/6/02 0:00,2200,5,6,,
173,3/7/02 0:00,2346,5,6 1/2,,
174,3/7/02 0:00,2348,5,7,,
175,3/7/02 0:00,2347,5,7,,
176,3/7/02 0:00,2350,5,11,,
177,3/7/02 0:00,2344,5,7,,
178,3/7/02 0:00,2349,5,11,,
179,3/7/02 0:00,2345,5,7,,
180,3/7/02 0:00,2264,5,50,,
181,3/7/02 0:00,2263,5,51,,
182,3/7/02 0:00,2266,5,51,,
183,3/7/02 0:00,2256,5,101,,
184,3/7/02 0:00,2262,5,76,,
185,3/7/02 0:00,2259,5,51,,
186,3/7/02 0:00,2257,5,51,,
187,3/7/02 0:00,2260,5,51,,
188,3/7/02 0:00,2258,5,51,,
189,3/7/02 0:00,2261,5,154,,
190,3/7/02 0:00,2255,5,76,,
191,3/11/02 0:00,2439,6,24 1/2,,
195,3/11/02 0:00,2175,5,11,,
196,3/14/02 0:00,2277,5,17,,
197,3/14/02 0:00,2282,5,17,,
198,3/14/02 0:00,2278,5,8,,
199,3/14/02 0:00,2281,5,8,,
200,3/11/02 0:00,2418,5,2 3/4,,
201,3/11/02 0:00,2131,5,5,,
202,3/11/02 0:00,2154,5,4,,
203,3/11/02 0:00,2149,5,8 3/5,,
204,3/11/02 0:00,2150,5,4,,
205,3/11/02 0:00,2155,5,4,,
206,3/11/02 0:00,2151,5,4,,
210,3/11/02 0:00,2153,5,4,,
211,3/13/02 0:00,2294,5,6 1/2,,
212,3/13/02 0:00,186,5,7,,
213,3/13/02 0:00,2333,5,7,,
214,3/13/02 0:00,2139,5,6,,
215,3/13/02 0:00,2200,5,6 3/4,,
216,3/13/02 0:00,2201,5,7,,
218,3/13/02 0:00,2190,5,9 1/2,,
219,3/13/02 0:00,2332,5,7,,
221,3/15/02 0:00,2279,5,8,,
222,3/15/02 0:00,2280,5,7 1/4,,
223,3/15/02 0:00,2276,5,24,,
224,3/15/02 0:00,2963,6,3,,
225,3/15/02 0:00,2396,5,9 1/2,,
226,3/18/02 0:00,2168,5,5,,
231,3/18/02 0:00,2167,5,6,,
232,3/18/02 0:00,2165,5,5,,
233,3/18/02 0:00,2163,5,5 3/4,,
234,3/18/02 0:00,2166,5,5 3/4,,
235,3/18/02 0:00,2169,5,19 1/2,,
236,3/18/02 0:00,2170,5,12 1/2,,
237,3/19/02 0:00,183,5,7,,
238,3/19/02 0:00,257,5,3,,
239,3/19/02 0:00,209,5,4,,
240,3/19/02 0:00,286,5,4,,
241,3/19/02 0:00,118,5,2,,
242,3/19/02 0:00,859,5,2,,
243,3/19/02 0:00,1178,5,5,,
244,3/19/02 0:00,200,5,3 1/2,,
245,3/19/02 0:00,340,5,2,,
246,3/19/02 0:00,41,5,4,,
247,3/19/02 0:00,2239,5,3 1/2,,
248,3/19/02 0:00,2234,5,3 1/2,,
249,3/19/02 0:00,2245,5,3 1/2,,
250,3/19/02 0:00,2233,5,3 1/2,,
251,3/19/02 0:00,2237,5,3 1/2,,
252,3/19/02 0:00,2177,5,14,,
253,3/19/02 0:00,2355,5,7,,
254,4/18/02 0:00,1251,2,4,,
255,4/18/02 0:00,1224,2,10,,
256,4/18/02 0:00,1559,2,22,,
257,4/18/02 0:00,1223,2,9,,
258,4/18/02 0:00,1359,2,8,,
259,4/18/02 0:00,1351,1,2,,
260,4/18/02 0:00,1250,2,8,,
261,4/18/02 0:00,1306,1,4,,
262,4/18/02 0:00,1311,2,6,,
263,4/18/02 0:00,172,1,3,,
264,4/18/02 0:00,1241,1,12,,
265,4/18/02 0:00,1311,7,1,,
266,4/18/02 0:00,1359,7,1,,
267,4/22/02 0:00,1456,2,15,,
268,4/22/02 0:00,1456,8,6,,
269,4/22/02 0:00,1459,2,4,,
270,4/22/02 0:00,1459,8,2,,
271,4/22/02 0:00,1462,2,6,,
272,4/22/02 0:00,1462,8,0,,
273,4/22/02 0:00,1463,2,10,,
274,4/22/02 0:00,1463,8,3,,
275,4/22/02 0:00,1461,2,4,,
276,4/22/02 0:00,1461,8,2,,
277,4/22/02 0:00,1344,2,50,,
278,4/22/02 0:00,1344,8,6,,
279,4/23/02 0:00,1580,2,23,,
280,4/23/02 0:00,1588,2,20,,
281,4/23/02 0:00,1582,2,8,,
282,4/23/02 0:00,1581,2,9,,
283,4/23/02 0:00,1584,2,9,,
284,4/23/02 0:00,1581,7,1,,
285,4/23/02 0:00,1584,7,2,,
286,4/23/02 0:00,1582,7,2,,
287,4/23/02 0:00,1585,7,2,,
288,4/23/02 0:00,1585,2,9,,
289,4/23/02 0:00,1583,2,6,,
290,4/23/02 0:00,1583,7,1,,
291,4/23/02 0:00,1586,7,6,,
292,4/23/02 0:00,1586,2,1,,
293,4/23/02 0:00,1587,2,10,,
294,4/23/02 0:00,1587,7,1,,
295,4/23/02 0:00,2963,15,6 1/2,,
296,4/23/02 0:00,1430,2,4.5,,
297,4/23/02 0:00,1435,2,4.25,,
298,4/23/02 0:00,1441,2,5,,
299,4/23/02 0:00,2609,2,9.5,,
300,4/23/02 0:00,1432,2,6.5,,
301,4/23/02 0:00,2297,2,38,,
302,4/23/02 0:00,1436,2,7,,
303,4/23/02 0:00,1434,2,6.5,,
304,4/23/02 0:00,1431,2,5.5,,
305,4/23/02 0:00,1439,2,4,,
306,4/23/02 0:00,1446,2,11,,
307,4/25/02 0:00,1479,1,18.5,,
308,4/25/02 0:00,1254,1,8.5,,
309,4/25/02 0:00,1481,1,16.5,,
310,4/25/02 0:00,1482,1,10,,
311,4/25/02 0:00,1227,1,9,,
312,4/26/02 0:00,1475,2,16,,
313,4/26/02 0:00,1476,2,33,,
314,4/26/02 0:00,1474,2,17.5,,
315,4/26/02 0:00,1473,2,16.25,,
316,4/26/02 0:00,1480,2,15,,
317,4/28/02 0:00,1478,2,8,,
318,4/28/02 0:00,1484,2,28,,
319,4/28/02 0:00,1624,1,1,,
320,4/28/02 0:00,1344,2,2,,
321,4/28/02 0:00,1341,2,17,,
322,4/30/02 0:00,2608,1,12,,
323,4/30/02 0:00,1235,2,20,,
324,4/30/02 0:00,1340,2,12,,
325,4/30/02 0:00,1197,2,1.5,,
326,4/30/02 0:00,3453,15,10,,
327,4/30/02 0:00,1370,15,10,,
328,4/30/02 0:00,1371,15,10,,
329,4/30/02 0:00,1235,7,2,,
330,5/1/02 0:00,1375,1,10,,
331,5/1/02 0:00,1245,1,11,,
332,5/1/02 0:00,1246,1,8,,
333,5/1/02 0:00,1614,1,11,,
334,5/1/02 0:00,1615,1,12,,
335,5/1/02 0:00,1373,2,10,,
336,5/1/02 0:00,1374,2,6,,
337,5/1/02 0:00,1594,2,10,,
338,5/1/02 0:00,1592,2,8,,
339,5/1/02 0:00,1595,2,8,,
340,5/1/02 0:00,1593,2,10,,
341,5/1/02 0:00,1590,2,11.25,,
342,5/1/02 0:00,1486,2,4.25,,
343,5/1/02 0:00,1366,1,10,,
344,5/1/02 0:00,2605,1,10,,
345,5/1/02 0:00,1243,1,7,,
346,5/2/02 0:00,1477,2,35,,
347,5/2/02 0:00,1503,2,4,,
348,5/2/02 0:00,1343,2,14,,
349,5/2/02 0:00,1342,2,14,,
350,5/2/02 0:00,1264,2,8,,
351,5/2/02 0:00,1264,7,2,,
352,5/2/02 0:00,1344,2,15,,
353,5/2/02 0:00,1439,2,17,,
354,5/2/02 0:00,1430,2,4,,
355,5/2/02 0:00,1448,2,12,,
356,5/2/02 0:00,1435,2,11,,
357,5/6/02 0:00,1446,2,10,,
358,5/6/02 0:00,1445,2,6,,
359,5/6/02 0:00,1432,2,11,,
360,5/6/02 0:00,1430,2,8,,
361,5/6/02 0:00,1437,2,5,,
363,5/7/02 0:00,1429,2,8,,
364,5/7/02 0:00,1441,2,11,,
365,5/7/02 0:00,1435,2,3.66,,
366,5/7/02 0:00,1434,2,5,,
367,5/7/02 0:00,1431,2,4,,
369,5/8/02 0:00,1565,2,6,,
370,5/8/02 0:00,322,2,3,,
371,5/8/02 0:00,1569,2,6,,
372,5/8/02 0:00,1307,2,12,,
373,5/8/02 0:00,1307,7,2,,
374,5/8/02 0:00,1447,2,8,,
375,5/8/02 0:00,1433,2,7.3,,
376,5/8/02 0:00,1445,2,6.8,,
377,5/8/02 0:00,1429,2,2.1,,
378,5/8/02 0:00,1446,2,2,,
380,5/9/02 0:00,2736,2,9,,
381,5/9/02 0:00,2736,7,2.3,,
382,5/9/02 0:00,1568,2,8,,
383,5/9/02 0:00,1571,2,3,,
385,5/9/02 0:00,1570,2,10,,
386,5/9/02 0:00,1344,2,15,,
387,5/9/02 0:00,1591,15,8,,
388,5/12/02 0:00,1472,2,15,,
389,5/12/02 0:00,1456,2,10,,
390,5/12/02 0:00,1463,2,8,,
391,5/12/02 0:00,1344,2,9,,
392,5/13/02 0:00,1271,15,4,,
393,5/13/02 0:00,278,2,3,,
394,5/13/02 0:00,1566,2,3.5,,
395,5/13/02 0:00,1327,2,0.75,,
396,5/13/02 0:00,1615,7,0.66,,
397,5/13/02 0:00,1499,2,6,,
398,5/13/02 0:00,1500,2,6,,
399,5/13/02 0:00,1501,2,6,,
400,5/13/02 0:00,1498,2,6,,
401,5/13/02 0:00,1502,2,6,,
402,5/13/02 0:00,1322,2,4,,
403,5/15/02 0:00,1257,15,6,,
404,5/15/02 0:00,1671,1,8,,
405,5/15/02 0:00,1670,15,6,,
406,5/15/02 0:00,1632,15,7.5,,
407,5/15/02 0:00,1256,15,15,,
408,5/15/02 0:00,1324,15,2,,
409,5/15/02 0:00,1633,15,5.5,,
410,5/15/02 0:00,1256,15,2.5,,
411,5/15/02 0:00,1631,15,7.5,,
412,5/15/02 0:00,1490,1,2,,
413,5/15/02 0:00,1492,1,4,,
414,5/15/02 0:00,1493,1,4,,
415,5/15/02 0:00,1491,15,3.8,,
416,5/15/02 0:00,1494,1,5,,
417,5/15/02 0:00,1489,1,16,,
418,5/15/02 0:00,1322,2,4,,
419,5/15/02 0:00,2297,1,20,,
420,5/15/02 0:00,1322,7,1,,
421,5/16/02 0:00,1487,1,4,,
422,5/16/02 0:00,1488,1,1.5,,
423,5/16/02 0:00,1332,1,4.5,,
424,5/16/02 0:00,1638,15,3,,
425,5/16/02 0:00,1333,1,3.5,,
427,5/17/02 0:00,1360,2,4,,
428,5/17/02 0:00,1263,2,1.5,,
429,5/17/02 0:00,1627,2,4.75,,
430,5/17/02 0:00,1627,7,1,,
431,5/17/02 0:00,1637,2,4,,
432,5/17/02 0:00,1450,2,4,,
433,5/17/02 0:00,1352,2,1.75,,
434,5/21/02 0:00,1243,1,8,,
435,5/21/02 0:00,218,1,4,,
436,5/21/02 0:00,1336,15,12,,
437,5/21/02 0:00,1337,15,9,,
438,5/21/02 0:00,1629,15,6,,
439,5/22/02 0:00,1337,15,3,,
440,5/22/02 0:00,1602,15,6.5,,
441,5/22/02 0:00,1273,15,8,,
442,5/22/02 0:00,1338,15,5.5,,
443,5/22/02 0:00,1603,15,10,,
444,5/22/02 0:00,1608,15,12,,
445,5/22/02 0:00,1607,2,10,,
446,5/22/02 0:00,1605,2,10,,
447,5/22/02 0:00,1606,2,8,,
448,5/22/02 0:00,1453,15,12,,
449,5/24/02 0:00,1344,1,4,,
450,5/24/02 0:00,1344,14,7.3,,
451,5/28/02 0:00,1541,2,6,,
452,5/28/02 0:00,1342,2,15,,
453,5/28/02 0:00,1344,2,2,,
454,5/30/02 0:00,1344,1,10,,
455,5/22/02 0:00,1463,1,10.25,,
456,5/22/02 0:00,1456,1,2.75,,
457,5/22/02 0:00,1581,2,4,,
458,5/22/02 0:00,1587,2,4,,
459,6/2/02 0:00,1529,2,3,,
460,6/2/02 0:00,1544,2,3,,
461,6/2/02 0:00,1366,15,1,,
462,6/2/02 0:00,2605,15,2.25,,
463,6/2/02 0:00,1636,15,1.5,,
464,6/2/02 0:00,1564,15,4,,
465,6/2/02 0:00,1529,2,2,,
466,6/2/02 0:00,1540,2,2,,
467,6/2/02 0:00,1494,1,2.5,,
468,6/2/02 0:00,1343,1,5,,
469,6/2/02 0:00,1342,1,2,,
470,6/7/02 0:00,1245,1,6,,
471,6/7/02 0:00,1342,2,6,,
472,6/7/02 0:00,1489,1,4.5,,
473,3/8/02 0:00,2228,25,8,,
474,3/8/02 0:00,2240,25,4,,
475,3/8/02 0:00,2240,18,16,,
476,3/8/02 0:00,2240,16,8,,
477,3/8/02 0:00,2233,16,16,,
478,3/8/02 0:00,2233,18,33,,
479,3/8/02 0:00,2233,25,8,,
480,3/8/02 0:00,2230,18,33,,
481,3/8/02 0:00,2230,16,14,,
482,3/8/02 0:00,2230,25,8,,
483,3/8/02 0:00,2234,25,8,,
484,3/8/02 0:00,2234,16,16,,
485,3/8/02 0:00,2234,18,33,,
486,3/8/02 0:00,2241,16,8,,
487,3/8/02 0:00,2241,18,17,,
488,3/8/02 0:00,2241,25,4,,
489,3/8/02 0:00,2245,16,8,,
491,3/8/02 0:00,2245,18,16,,
492,3/8/02 0:00,2232,16,8,,
493,3/8/02 0:00,2232,18,16,,
494,3/8/02 0:00,2232,25,4,,
495,3/8/02 0:00,2229,16,8,,
496,3/8/02 0:00,2229,25,4,,
497,3/8/02 0:00,2229,18,16,,
498,3/8/02 0:00,2242,18,34,,
499,3/8/02 0:00,2242,16,14,,
500,3/8/02 0:00,2242,25,8,,
501,3/8/02 0:00,2238,18,17,,
502,3/8/02 0:00,2238,16,8,,
503,3/8/02 0:00,2238,25,4,,
504,3/8/02 0:00,2235,18,17,,
505,3/8/02 0:00,2235,25,4,,
506,3/8/02 0:00,2235,16,8,,
507,3/8/02 0:00,2231,16,14,,
508,3/8/02 0:00,2231,18,33,,
509,3/8/02 0:00,2231,25,8,,
511,3/8/02 0:00,3009,18,17,,
512,3/8/02 0:00,3009,16,8,,
513,3/8/02 0:00,2864,18,17,,
514,3/8/02 0:00,2864,16,8,,
515,3/8/02 0:00,2864,25,4,,
516,3/8/02 0:00,2239,18,30,,
517,3/8/02 0:00,2239,16,8,,
518,3/8/02 0:00,2239,25,4,,
519,3/8/02 0:00,2208,18,49,,
520,3/8/02 0:00,2210,18,73,,
521,3/8/02 0:00,2209,18,24,,
522,3/8/02 0:00,2212,18,24,,
523,3/8/02 0:00,2211,18,24,,
524,3/8/02 0:00,2213,16,21,,
525,3/8/02 0:00,2272,18,16,,
526,3/8/02 0:00,2273,18,17,,
527,3/8/02 0:00,2275,18,16,,
528,3/8/02 0:00,2271,18,17,,
529,3/8/02 0:00,2284,18,32,,
530,3/8/02 0:00,2274,18,16,,
532,3/11/02 0:00,2170,16,17,,
533,3/11/02 0:00,2171,16,18,,
534,3/11/02 0:00,2169,16,17,,
536,3/11/02 0:00,2144,16,12,,
537,3/11/02 0:00,2141,16,12,,
538,3/11/02 0:00,2143,16,12,,
539,3/11/02 0:00,3010,16,12,,
540,3/11/02 0:00,2150,16,10,,
541,3/11/02 0:00,2153,16,10,,
542,3/11/02 0:00,2154,16,10,,
543,3/11/02 0:00,2149,16,20,,
544,3/11/02 0:00,2151,16,10,,
545,3/11/02 0:00,2152,16,10,,
546,3/11/02 0:00,2155,16,10,,
547,3/11/02 0:00,2159,18,17,,
548,3/11/02 0:00,2162,18,18,,
549,3/11/02 0:00,2161,18,17,,
550,3/11/02 0:00,2160,18,18,,
551,3/11/02 0:00,2157,18,18,,
553,3/11/02 0:00,2158,18,18,,
556,3/11/02 0:00,2418,16,15,,
557,3/11/02 0:00,2330,16,48,,
559,3/12/02 0:00,2317,16,16,planted but destroyed on 4/4/02 INSV,
560,3/12/02 0:00,2317,25,2,planted but destroyed on 4/4/02 INSV,
561,3/12/02 0:00,2317,26,4,planted but destroyed on 4/4/02 INSV,
562,3/12/02 0:00,2319,16,16,planted but destroyed on 4/4/02 INSV,
563,3/12/02 0:00,2319,25,2,planted but destroyed on 4/4/02 INSV,
564,3/12/02 0:00,2319,26,4,planted but destroyed on 4/4/02 INSV,
565,3/12/02 0:00,2314,16,16,planted but destroyed on 4/4/02 INSV,
566,3/12/02 0:00,2314,25,2,planted but destroyed on 4/4/02 INSV,
567,3/12/02 0:00,2314,26,4,planted but destroyed on 4/4/02 INSV,
568,3/12/02 0:00,2315,16,22,planted but destroyed on 4/4/02 INSV,
569,3/12/02 0:00,2315,25,12,planted but destroyed on 4/4/02 INSV,
570,3/12/02 0:00,2315,26,8,planted but destroyed on 4/4/02 INSV,
571,3/12/02 0:00,2318,16,22,planted but destroyed on 4/4/02 INSV,
572,3/12/02 0:00,2318,25,12,planted but destroyed on 4/4/02 INSV,
573,3/12/02 0:00,2318,26,8,planted but destroyed on 4/4/02 INSV,
574,3/12/02 0:00,2316,16,16,planted but destroyed on 4/4/02 INSV,
575,3/12/02 0:00,2316,25,2,planted but destroyed on 4/4/02 INSV,
576,3/12/02 0:00,2316,26,4,planted but destroyed on 4/4/02 INSV,
577,3/20/02 0:00,1419,7,2-Jan,,
578,3/20/02 0:00,2658,7,1 3/4,,
579,3/20/02 0:00,1417,7,3-Jan,,
580,3/20/02 0:00,3004,7,3,,
581,3/20/02 0:00,1413,7,2,,
582,3/20/02 0:00,1310,7,4-Mar,,
583,3/20/02 0:00,1411,7,1 1/8,,
586,3/20/02 0:00,1412,7,1 1/2,,
588,3/20/02 0:00,1326,7,2,,
590,3/20/02 0:00,2326,7,2,,
591,3/28/02 0:00,2327,5,5,,
592,3/28/02 0:00,2334,5,5,,
593,3/28/02 0:00,3004,5,5,,
594,3/28/02 0:00,1416,5,5,,
595,3/28/02 0:00,2400,5,5,,
596,3/28/02 0:00,2401,5,5,,
597,3/28/02 0:00,2403,5,5,,
598,3/28/02 0:00,2402,5,5,,
600,3/28/02 0:00,2415,5,5,,
601,3/28/02 0:00,2416,5,10,,
602,3/28/02 0:00,2417,5,5,,
603,3/28/02 0:00,2328,5,2 1/2,,
604,3/28/02 0:00,2414,5,9,,
605,3/28/02 0:00,2576,5,10,,
606,3/28/02 0:00,2413,6,5 1/2,,
607,3/28/02 0:00,2397,6,2 1/2,,
608,3/28/02 0:00,2326,6,2 1/2,,
609,3/20/02 0:00,1295,7,1 1/2,,
610,3/28/02 0:00,202,6,2 1/2,,
611,3/20/02 0:00,1415,7,1,,
612,4/2/02 0:00,1326,1,7,,
613,4/10/02 0:00,202,6,1,,
614,4/10/02 0:00,2397,6,1 1/3,,
616,4/10/02 0:00,1335,5,1 1/2,,
617,4/10/02 0:00,1331,5,1,,
618,4/10/02 0:00,1419,5,1 1/2,,
620,4/20/02 0:00,1325,15,4,,
621,4/20/02 0:00,1408,15,6 1/2,,
622,4/20/02 0:00,1409,15,,,
623,4/25/02 0:00,1414,6,6,,
624,4/25/02 0:00,2326,6,5,,
625,4/25/02 0:00,1415,6,2,,
626,4/25/02 0:00,3004,6,7,,
627,4/25/02 0:00,1334,6,9,,
629,4/25/02 0:00,1412,6,4,,
630,4/25/02 0:00,1413,6,6,,
631,4/25/02 0:00,1330,6,2,,
632,4/25/02 0:00,2658,6,4,,
633,4/25/02 0:00,1411,6,2,,
634,4/25/02 0:00,1310,6,2,,
635,4/25/02 0:00,1417,5,2,,
637,3/20/02 0:00,1330,7,1,,
638,5/2/02 0:00,202,5,1,,
639,5/2/02 0:00,1419,5,2-Jan,,
642,5/9/02 0:00,212,5,20,,
643,5/9/02 0:00,3012,5,20,,
644,5/9/02 0:00,3011,5,15,,
645,5/14/02 0:00,2658,6,2-Jan,,
647,5/18/02 0:00,1407,15,5 2/3,,
648,5/18/02 0:00,1308,15,22 1/3,,
649,5/19/02 0:00,1308,15,21,,
650,5/19/02 0:00,1308,7,4,,
651,5/19/02 0:00,1410,15,4,,
652,6/9/02 0:00,1308,15,26,,
654,3/20/02 0:00,2326,7,3,,
655,3/20/02 0:00,1418,7,3 1/3,,
656,3/20/02 0:00,1334,7,4 1/2,,
657,3/20/02 0:00,1325,7,2,,
658,3/28/02 0:00,1085,5,5,,
659,3/28/02 0:00,3013,5,5,,
660,3/28/02 0:00,3014,6,2 1/2,,
661,4/2/02 0:00,1325,1,24,,
662,4/10/02 0:00,3014,6,1,,
663,4/10/02 0:00,44,5,1.5,,
664,4/10/02 0:00,3015,5,1.5,,
665,4/10/02 0:00,3016,5,1.5,,
667,4/25/02 0:00,1295,6,2,,
668,4/25/02 0:00,1325,6,4,,
669,4/25/02 0:00,1326,6,4,,
670,4/25/02 0:00,1418,6,4,,
671,5/2/02 0:00,3014,5,9,,
672,5/2/02 0:00,3004,5,1,,
673,5/3/02 0:00,1325,1,15,,
674,5/14/02 0:00,1295,6,1,,
675,6/9/02 0:00,1418,6,2,,
676,6/19/02 0:00,1325,6,1,,
677,4/20/02 0:00,1308,15,34,,
678,5/3/02 0:00,1308,15,15,,
679,3/13/02 0:00,2213,16,20,,
680,3/13/02 0:00,2207,18,20,,
681,3/18/02 0:00,2170,16,25,,
682,3/18/02 0:00,2167,16,15,,
683,3/18/02 0:00,2168,16,16,,
684,3/18/02 0:00,2163,16,15,,
685,3/18/02 0:00,2169,16,41,,
686,3/18/02 0:00,2165,16,15,,
687,3/18/02 0:00,2171,16,15,,
689,3/28/02 0:00,2378,18,30,,
690,3/28/02 0:00,2369,18,10,,
