ItemID,Inactive,Item,Variety,Color,ShouldStock,TypeID,LabelDescription,Definition,PictureLayout,PictureLink,SunConditions
8790,False,Heuchera,Ginger Ale,nan,False,7.0,"Ht.  9"" Effervescent flowers in shades of ginger yellow and light pink erupt from soft, ginger colored leaves. Lovely to contrast with the darker coral-bells in the marketplace. Designers love the ability of this plant to complement so many colors. It is a perfect neutral tone. Good in containers and in borders.",nan,nan,nan,part-sun_shade.jpg
8791,False,Heucherella,Onyx,nan,False,7.0,"Ht. 10"" True black, glossy, deeply cut leaves on a dense medium size mound make this a great landscape plant. We've been working for years to get a good black Heucherella. This is it. Loves heat and humidity but great in the northwest. Shy to bloom  always stays neat and clean. Great foliage for mixed containers.",nan,nan,nan,part-sun_shade.jpg
8792,False,Ajuga,Parrot Paradise,nan,False,7.0,"Ajuga 'Parrot Paradise' is a colorful gold, green, and red groundcover with large leaves and striking blue flower spikes in spring. While the foliage can change color depending on the time of year and light exposure, it never fails to impress. Like other Ajugas, 'Parrot Paradise' stays low to the ground and spreads easily to suppress weeds.",nan,nan,nan,shade.jpg
8793,False,Allium karataviense,nan,nan,False,7.0,"Ht. 10"" Circa 1876, this low-growing, bee-loved heirloom has 5""-wide spheres of white florets with a pale purple-pink glow, darker midribs and broad, glaucous, blue-green foliage with thin red edges.",nan,nan,nan,sun.jpg
8794,False,Allium sphaerocephalon,nan,Purple,False,7.0,"Ht. 22"" also referred to as the 'Drumstick' Allium, blooms in late June, producing 1"" diameter flower heads. These wine-colored blooms sway in the wind on top of 24-30"" sturdy stems. A magnificent plant with a long bloom time, these Allium add great interest and movement to the garden while also being deer resistant. They look amazing when planted among ornamental grasses and other low-growing perennials!",nan,nan,nan,sun.jpg
8795,False,Chelone,Black Ace,White,False,7.0,"An amazing selection of our native white turtlehead has very dark foliage with an amazing black cast when it emerges in spring. Growing rapidly in moist soils, it gently spreads, and quickly reaches a mature height of 6'. In hot summer climates, the black foliage coloration will change to green by late summer. Also in very late summer, the clumps are topped with terminal clusters of pure white, snapdragon-like flowers...a favorite of butterflies and landscape designers.",nan,nan,nan,nan
8796,False,Iris,Lady Friend,nan,False,7.0,"Ht. 36"" Very early to early bloom. Garnet red; red beard.",nan,nan,nan,sun.jpg
8853,False,Crocosmia,Limpopo,Coral,False,7.0,"Ht. 2-3' Limpopo embellishes the late summer landscape as its tight clusters of delightful, wide-open, coral-hued flowers with sunlit-yellow throats unfurl. Pointed green blades form a dashing upright clump that offsets the uniquely colored blooms and their arching bronze-toned stems.",nan,nan,nan,sun.jpg
8854,False,Dicentra,Candy Hearts,Pink,False,7.0,"Ht. 10-12"" Fern-leaf Bleedingheart are valued for their compact habit and long season of bloom. This variety forms a vigorous clump of powdery blue-green leaves, topped by clusters of delicate, dangling heart shaped flowers in a dusky rose-purple shade.",nan,nan,nan,part-sun_shade.jpg
8855,False,Hemerocallis,Dancing on Air,Maroon,False,7.0,Ht. 2.5' Striking spider shaped flower and a rebloomer with high bud counts.,nan,nan,nan,all_conditions.jpg
8856,False,Hemerocallis,Everyday Lily Pink,Pink,False,7.0,"Ht. 12"" Delightful pink and cream flowers a child of Stella so blooms early and steadily all season long.",nan,nan,nan,all_conditions.jpg
8857,False,Iris,Cimarron Strip,Salmon/Burgundy,False,7.0,"Ht. 12-15"" Massive blossoms emerge on tall, sturdy stems that are excellent for cutting. Silver-green, strap-like foliage makes an excellent backdrop for other perennials in the landscape. Irises are gorgeous when planted en masse, mixed into garden beds, or distributed throughout the border. Simply plant in well-drained soil, provide adequate moisture the first year, then enjoy the show for years to come!",nan,nan,nan,nan
8858,False,Lillium,Muscadet,White,False,7.0,"Muscadet  Is a sumptuous Oriental lily with enormous white ruffled blooms speckled in deep pink with a light pink blush. Fragrant and gorgeous! 4 ft, August",nan,nan,nan,part-sun_shade.jpg
8859,False,Lillium,Manitoba Morning,Salmon,False,7.0,"The Martagons sometimes take a year to recover from transplanting and may or may not show any top growth the first season but once established they will thrive for decades. Like all martagons it can endure the coldest and wettest winters , as long as planted where good drainage is provided .In its second year, stems may carry 20-30 flowers. Very early flowering, blooming along with the late May rhododendrons in your garden, 3-4 and eventually taller.",nan,nan,nan,part-sun_sun.jpg
8860,False,Lillium,Strawberry Event,Red,False,7.0,"""Strawberry Event' produces deep red-strawberry flowers with a maroon-purple overlay of blended spots. These out to slightly pendant flowers bring back that old time species look to the garden. 3 Feet. June Flowering. Unscented.",nan,nan,nan,part-sun_sun.jpg
8861,False,Papaver,Royal Chocolate Distinction,Maroon,False,7.0,"Ht. 2' After petals drop, gather attractive urn-shaped seed-filled capsules for dried bouquets. If left, they naturally split and scatter their seeds for the following season. The blossoms of Poppies are a favorite for butterflies, hummingbirds, and bees.",nan,nan,nan,sun.jpg
8862,False,Eucalyptus globulus,Blue Gum,nan,False,6.0,"eucalyptus globulus benefits
It is also known as Blue Gum Eucalyptus Oil. Benefits: It is antiviral, antispasmodic; decongestant, balsamic and parasiticidal. In skin care, it aids in the treatment of cuts, burns and sores.",nan,nan,nan,nan
8863,False,Porteranthus,Pink Profusion,Pink,False,7.0,"Ht. 24-30"" Pink Profusion' has clear pink flowers that are held daintily above reddish leaves on deep red stems. The best part is the way the flowers shimmer in a light breeze, as though they will take flight at any moment.",nan,nan,nan,part-sun_sun.jpg
8864,False,Petunia,Dreams Patriot Mix,Mix,False,6.0,"As grandifloras with 3 -1/2"" blooms, the Dreams are also noted for their holding ability under hot, humid and rainy conditions. This series continues to be one of the saleable grandiflora series on the market.",nan,nan,nan,sun.jpg
8865,False,Impatiens,Beacon Portland Mix,Mix,False,6.0,"Beacon announces two new colours to light up the shade. NEW Blue Pearl and NEW Light Pink have been trialed and approved to grow well and look vibrant in the shade, and they offer high resistance to the widely prevalent populations of Plasmopara destructor, the cause of Impatiens downy mildew. Beacon Impatiens are suitable for packs, pots, hanging baskets and in-ground beds.",nan,nan,nan,shade.jpg
8866,False,Impatiens,Beacon Pearl Island Mix,Mix,False,6.0,"Beacon is certified to have high resistance to the disease (IDM) that has devastated much of our countrys beloved impatiens in gardens. Beacons hard-working, resilient, well-behaved compact plants display the familiar impatiens flowers we love, in cheerful colors to light up beds and borders, and just about any kind of container you can find. Our Paradise Mix is a sensational blend of bright red, coral, violet shades and white. Lead the recovery and be the first in your neighborhood to bring back Americas favorite shade flower!",nan,nan,nan,shade.jpg
8867,False,Streptocarpus,Strawberry Ice,Red Bicolor,False,6.0,"Streptocarpus is a relative of the African violet commonly known as Cape primrose, but even easier to care for. 'Strawberry Ice' offers stunning, large, bi-coloured, tubular, orchid-like flowers that are white and dramatically veined with deep pink with white reverses. Plants are floriferous and can bloom for up to 10 months a year!",nan,nan,nan,nan
8868,False,Lysimachia atropurpurea,Beaujolais,Burgundy,False,7.0,"Lysimachia atropurpurea is a compact, short-lived perennial that grows in a clump to 20 tall on strong upright stems. It is native to the Balkans. It is noted for its tiny claret red to dark purple flowers that bloom in slender, curving, terminal spikes over a long May to September bloom period. Stems are clad with lanceolate gray-leaves (to 3 long).",nan,nan,nan,part-sun_sun.jpg
8869,False,Helianthus,Soluna Lemon,Yellow,False,6.0,"Ht. 4' This Florida native sunflower is a butterfly magnet perfect for use in hot, dry and moderately saline gardens. Also known as cucumberleaf sunflower it is native to the United States, where it can be found along the Atlantic and Gulf Coasts. This east coast dune sunflower is fast-growing and highly salt-tolerant plant that thrives in sandy, well-drained soil in full sun.",nan,nan,nan,sun.jpg
8870,False,Dusty Miller,Candicans,nan,False,6.0,"Ht. 16-24"" Compared to Silverdust, Candicans is taller, more vigorous, a bit more variable in plant architecture, and its leaves are not as deeply lobed. Otherwise, overall appearance is very similar. Dusty Miller's silvery foliage is a very popular cut-flower foliage for elegant bouquets. 37"" long, velvety leaves with a snowflake appearance.",nan,nan,nan,sun.jpg
8871,False,Hibiscus,Mahogany Splendor,nan,False,6.0,"Ht. 40"" Deep mahogany-red foliage for cutting and garden accent. Decorative, deeply cut foliage with maple-leaf appearance, rich color, and sturdy branches. Ideal for late summer and fall arrangements. Primarily grown for use as cut flower foliage, the vigorous, drought- and heat-tolerant plants are also suitable for containers and landscaping. The abundant color and tall stature make Mahogany Splendor a lovely backdrop in the garden or patio.",nan,nan,nan,sun.jpg
8872,False,Zinnia,Oklahoma Salmon,Salmon,False,6.0,"Ht. 30-40"" Bright salmon color with low susceptibility to powdery mildew. Blooms are 1 1/22 1/2"", double and semidouble. These petite, yet sturdy, blooms make excellent, reliable accent flowers for market bouquets, wedding flowers, and event work. Cut-and-come-again flower, yielding multiple cuts over the season.",nan,nan,nan,sun.jpg
8873,False,Zinnia,Oklahoma Carmine,Carmine,False,6.0,"Ht. 30-40"" Bright carmine color with low susceptibility to powdery mildew. Blooms are 1 1/22 1/2"", double and semidouble. These petite, yet sturdy, blooms make excellent, reliable accent flowers for market bouquets, wedding flowers, and event work. Cut-and-come-again flower, yielding multiple cuts over the season.",nan,nan,nan,sun.jpg
8874,False,Zinnia,Oklahoma Pink,Pink,False,6.0,"Ht. 30-40"" Nice pink color with low susceptibility to powdery mildew. Blooms are 1 1/22 1/2"", double and semidouble. These petite, yet sturdy, blooms make excellent, reliable accent flowers for market bouquets, wedding flowers, and event work. Cut-and-come-again flower, yielding multiple cuts over the season.",nan,nan,nan,sun.jpg
8875,False,Nigella,Albion Green Pod,White,False,6.0,"Ht. 18-24"" Early blooming and beautiful! Its brilliant ferny leaves and lacy, star-shaped flowers are framed by a delicate halo of fringed foliage. Creamy double flowers have delicate green veining and produce bright green seedpods in abundance.",nan,nan,nan,sun.jpg
8876,False,Nigella,Albion Black Pod,White,False,6.0,"Ht. 18-24"" Early blooming and beautiful! Its brilliant ferny leaves and lacy, star-shaped flowers are framed by a delicate halo of fringed foliage. White flowers have delicate purple veining and produce purple seedpods in abundance.",nan,nan,nan,sun.jpg
8877,False,Campanula rapunculus,nan,Blue,False,7.0,"This plant flowers in July and August, but additionally it is a most unusual salad plant! It is grown both for its white, firm and crisp roots from October through winter and its salad leaves which are used like spinach. And another fact: The Brothers Grimm's tale of Rapunzel took its name from this plant!",nan,nan,nan,sun.jpg
8878,False,Basil,Cinnamon,nan,False,6.0,"Tall, fast-growing plants have distinctive violet stems, veining, and flower bracts with lavender blooms and 2"" long leaves. Beautiful in casual flower bouquets. Ht. 2630"".",nan,nan,nan,sun.jpg
8879,False,Pycnanthemum tenuifolium,nan,White,False,7.0,"Ht. 24"" Pycnanthemum tenuifolium, commonly called mountain mint, is somewhat misleading since the plant typically grows in the wild in dry, open, rocky woods, dry prairies and fields, along roadsides, along streams and in open wet thickets. An erect, many-branched, herbaceous perennial that grows 2-3' tall and features extremely narrow, almost needle-like leaves and profuse terminal clusters of small, white flowers which bloom in mid to late summer. All parts of the plant emit a strong, mint-like aroma when crushed. Pycnanthemums have been used in teas. Mrs. Sprague likes it in her cut flower arrangements.",nan,nan,nan,sun.jpg
8880,False,Lunaria,Rosemary Verey,Rose,False,6.0,"Ht. 2-3' An heirloom flower with a modern twist, 'Rosemary Verey' is named for a famous 20th-century English gardener and author. The leaves start out spotted with dots that soon cover the foliage with a black sheen. Vibrant dark pink flowers have a sweet scent, and by the end of the season, the harvest of ""silver dollars"" begins, filling vases with sprays of pearly disks.",nan,nan,nan,part-sun_sun.jpg
8881,False,Nicotiana alata,Mojito,Chartreuse,False,6.0,"Ht. 3-4' Like a spritz of lime in seltzer on a hot summer day, 'Mojito' has a cooling presence among the many blazing colors of summer. We love the tall stature and extra-long tubular flowers that flare into large trumpets of bloom in the afternoon and evening when the green blooms entice with a light fragrance.",nan,nan,nan,all_conditions.jpg
8882,False,Linaria,Cordoba,nan,False,6.0,Ht. 1'Clustered violet-pink blooms with brilliant yellow spots beam at the tips of leafless stems like little torches in the early summer garden. It is easy to grow and striking in masses.,nan,nan,nan,sun.jpg
8883,False,Asperula orientalis,"""Blue Woodruff""",Blue,False,6.0,"Ht. 1' An annual relative of sweet woodruff, this freely blooming plant is a treasure. Clusters of tiny trumpets in bright lavender-blue bloom all summer long with little care, the clouds of flowers waving above the whorled leaves creating a softly mounded form. Described in 1935 by Hottes in The Book of Annuals, and uncommon in gardensSelect Seeds hope to change that!",nan,nan,nan,part-sun_sun.jpg
8884,False,Celosia,Mega Punk,Burgundy,False,6.0,"Ht. 2-3' Glowing incandescently under the late afternoon sun of mid-summer and fall, Nan Ondra's 'Mega Punk' wows us with bright rosy red spikes of bloom and spotless red-veined foliage. This wheat celosia is excellent cut for fresh or dry bouquets.",nan,nan,nan,sun.jpg
8885,False,Larkspur,Fancy Blue Purple,Blue,False,6.0,"Ht. 3-4' A favorite, but oh so rare, color combo of electric blue and deep violet will stop you in your tracks, beckoning a closer look. Lovely in the early summer garden with Ammi and poppies, it is also a good cut flower that can be dried too! Self-sows.",nan,nan,nan,sun.jpg
8886,False,Nasturtium,Vintage,Mix,False,6.0,"Ht. 1' Large flowers of ivory, yellow, striped red and yellow, cherry, auburn, and garnet buoyantly held on strong stems above the classic lily-pad leaves. This new variety is reliably double with a medium trailing habit, ideal for pouring from large baskets and setting garden edges awash with color.",nan,nan,nan,sun.jpg
8887,False,Salvia,Faye Chapel,Red,False,6.0,"Ht. 3' A statuesque beauty from Brazil that is closest to the original form of Salvia splendens. Lipstick-red wands of bloom arch gracefully upward, flowering all summer long. Bring some tropical flair into your garden and pots!",nan,nan,nan,sun.jpg
8889,False,Impatiens,Sunpatiens Vigorous Purple,Purple,False,6.0,"Ht. 18-36""  Flower power in your garden all season long! Plant in full sun to full shade  this one thrives everywhere!

Grower Information:
Thrives in sun or shade conditions. Ideal for cooler (northern) climates. Flourishes in extreme heat and blooms continuously all Summer long.",nan,nan,nan,all_conditions.jpg
8890,False,Geranium phaeum,nan,nan,False,7.0,"Geranium phaeum is a tall, rhizomatous, clump-forming perennial with branching stems which typically grows 18-30"" tall with a spread of 12-18"". Features 5-petaled, deep maroon-purple flowers (to 1"" diameter) with slightly reflexed petals and a lighter sometimes whitish center ring. Flowers bloom from late spring to early summer with sporadic rebloom throughout the summer. Flowers give way to cranesbill-like seed heads. Lobed, soft green leaves (basal leaves 4-8"" across) are blotched with maroon at the base. This species is sometimes commonly called mourning widow in reference to the unusually dark (sometimes almost black) flower color. Native to woods and moist alpine meadows in Eurasia.",nan,nan,nan,part-sun_shade.jpg
8891,False,Geranium,Painter's Pallet,Mix,False,7.0,"Painters Palette mix is an erect, clump forming perennial that has a lovely mix of flowers coming in mixtures of white to pinks, blue to violet, and white with splashes of blue. The foliage has a nice texture, and it has deeply dissected leaves. It has a blooming season ranging from June to August, can be grown in either full sun or partial shade in well-draining soil, and will grow up to 20 inches tall. These flowers will attract pollinators to your garden such as Butterflies and Bees while being resistant to Deer and Rabbits. They are native to Central Asia, Northwest Himalayas, and Central and Western Europe. They do well in beds and borders in the garden.",nan,nan,nan,part-sun_shade.jpg
8892,False,Agastache rugosa,nan,Purple,False,7.0,"Korean Mint is found in the mountains regions of eastern Asia, especially along stream banks. Plant it in the full sun in well-draining soil. Its showy, purple flowers are especially attractive to bees, butterflies, and hummingbirds.  It tolerates browsing from deer and rabbits and is drought tolerant. Mass plant or group it in the front of a border, in small spaces, walkways, or in cottage gardens.",nan,nan,nan,sun.jpg
8893,False,Baptisia pendula,nan,White,False,7.0,"A North American native in the lupine family, Baptisia pendula 'Alba', commonly called White False Indigo, is a super-hardy and long-lived perennial featuring tall spikes of beautiful, pea-like white flowers that contrast beautifully with the dark grey flower stems and attractive clover-like blue-green leaves. After flowering in late spring to summer the spent flowers form inflated seed pods which turn brown and finally to black when ripe. Not only do these seeds pods have ornamental interest and can can be cut and displayed in dried flowered arrangements, kids love to shake the seed pods to hear them rattle. This species is a rare and special beauty!",nan,nan,nan,sun.jpg
8894,False,Pennisetum,Majestic,nan,False,6.0,"Ht. 72"" Long, broad leaves of rich purple-red flow gracefully.",nan,nan,nan,part-sun_sun.jpg
8895,False,Setaria italica,Limelight,nan,False,6.0,"Ht. 36-60"" The vibrant lime color is enough to make this variety a keeper but it is also fantastically uniform in height, bloom size and bloom time. The stand is lush and self-supporting, remaining upright.",nan,nan,nan,sun.jpg
8896,False,Ageratum,Aloha Blue,nan,False,6.0,"Ht. 5-8"" Aloha is early to flower and an excellent garden performer. The dainty, soft and feathery flowers attract pollinators. Remove spent blooms to encourage more flowers.",nan,nan,nan,sun.jpg
