ItemID,Inactive,Item,Variety,Color,ShouldStock,TypeID,LabelDescription,Definition,PictureLayout,PictureLink,SunConditions
8753,0,Tree,Pink Lady (Ruby Pink),Apple,FALSE,7,"this Golden Delicious x Lady Williams cross is suggested for warmer Mid-Atlantic growing regions. The fruit is medium to large, crisp with a sweet-tart flavor and a long storage life. Pink Lady® develops full flavor after four weeks in storage.",,,,sun.jpg
8754,0,Tree,Contender,Peach,FALSE,7,"A high-quality, freestone variety ripening in the Loring season. Fruit is very firm and large with excellent color. The trees are hardy and very productive.",,,,sun.jpg
8755,0,Tree,ORANGERED®(BHART CLTV.),Apricot,FALSE,7,"An offering from the fruit breeding program at Rutgers University, Orangered® harvests approximately one week before Harcot. The fruit develops a red blush over a bright orange ground color. Fruit texture is firm and fruit quality is very good.",,,,sun.jpg
8756,0,Tree,REDHAVEN,Peach,FALSE,7,"This variety is considered by many as the standard for the Northeast peach industry.  Tree is vigorous, very bud-hardy and productive.  Fruit is medium-sized and colors to a brilliant red. One of the best commercial varieties.  Ripens around August 1 in south-central Pennsylvania.",,,,sun.jpg
8757,0,Tree,RARITAN ROSE,Peach,FALSE,7,"Raritan Rose is an attractive, high-quality, white-fleshed peach. The fruit is medium to large with exceptional eating quality. The trees are productive, resistant to bacterial leaf spot and very winter hardy.",,,,sun.jpg
8758,0,Tree,Saturn,Peach,FALSE,7,"Maturing just after Redhaven, Saturn is whitefleshed and very tender, with high sugar content. The tree is vigorous, productive and requires heavy thinning.",,,,sun.jpg
8759,0,Tree,Bartlett,Pear,FALSE,7,"A large, heavy-bearing variety with excellent quality. Long considered one of the choicest canning varieties, Bartlett accounts for about 75 percent of the pear production in the United States and Canada. Bartlett requires cross pollination and ripens in late August.",,,,sun.jpg
8760,0,Tree,Seckel,Pear,FALSE,7,"A small pear with rich yellowish-brown skin when fully ripe. One of the best-quality dessert pears. Ideal for the home garden. Tree is vigorous, hardy and productive. Ripens two weeks after Bartlett.",,,,sun.jpg
8761,0,Tree,Honeycrisp,Apple,FALSE,7,"Excellent crisp, juicy texture. The sweet flavor is well-balanced with occasional tropical overtones. A favorite!",,,,sun.jpg
8763,0,Eschscholzia californica,Apricot Chiffon,,FALSE,6,"Ht. 8-12"" Sweet little apricot colored California Poppies with silver blue foliage. Plant in fertile, well drained soils. They bloom in spring and summer and self-sow.",,,,sun.jpg
8764,0,Marigold,KILIMANJARO WHITE,,FALSE,6,"A stellar, creamy white headed marigold that is sure to amaze! This variety has lovely 3-inch creamy-white blooms that really stand out. Ht. 18""",,,,sun.jpg
8765,0,Cobea scandens,"""Cup and Saucer Vine""",,FALSE,6,"Vigorous. The plant has plentiful bright green leaves that are oblong in shape. The cup-shaped flowers are pale green as they start to open, but then turn purple or white as they mature.",,,,part-sun_sun.jpg
8766,0,Petunia,Easy Wave Red,,FALSE,6,"Ht. 6-12"" with a spreading habit up to 30"". These plants are highly versatile and work well  in the ground or in containers. Great color and habit. Fast-growing plants bloom freely all season without cutting back, and tolerate both heat and cooler conditions. They are a little more mounded than the original Wave, with a more controlled spread.",,,,part-sun_sun.jpg
8767,0,Petunia,Easy Wave Red Velour,,FALSE,6,"Ht. 6-12"" with a spreading habit up to 30"". These plants are highly versatile and work well  in the ground or in containers. Great color and habit. Fast-growing plants bloom freely all season without cutting back, and tolerate both heat and cooler conditions. They are a little more mounded than the original Wave, with a more controlled spread.",,,,part-sun_sun.jpg
8768,0,Petunia,Easy Wave Burgundy Velour,,FALSE,6,"Ht. 6-12"" with a spreading habit up to 30"". These plants are highly versatile and work well  in the ground or in containers. Great color and habit. Fast-growing plants bloom freely all season without cutting back, and tolerate both heat and cooler conditions. They are a little more mounded than the original Wave, with a more controlled spread.",,,,part-sun_sun.jpg
8769,0,Petunia,Wave Purple,,FALSE,6,"Creates a ground-hugging carpet of color! This group is the lowest growing in the Wave® family. It also spreads out, making a beautiful groundcover. Plant 12"" apart and watch it spread up to 4'! These plants are perfect for garden beds, baskets, planters and window boxes.",,,,part-sun_sun.jpg
8770,0,Petunia,Easy Wave Red,,FALSE,6,"A controlled spreading habit. The plant gracefully cascades from containers, window boxes, and hanging baskets but also makes great edging or ground cover in beds and borders.",,,,part-sun_sun.jpg
8771,0,Petunia,Easy Wave Blue,,FALSE,6,"Ht. 6-12"" Spread 2' A controlled spreading habit. The plant gracefully cascades from containers, window boxes, and hanging baskets but also makes great edging or ground cover in beds and borders.",,,,part-sun_sun.jpg
8772,0,Hibiscus,Assortment,Mix,FALSE,6,,,,,sun.jpg
8773,0,Pelargonium sidoides,,,FALSE,6,Even the NIH has good things to say about this plant! It has been shown to acute bronchitis. We grow it because it is entirely lovely beautiful and well behaved. Silver foliage adorned with multitudes of tiny burgundy flowers. Easy to bring in as a houseplant. This plant is a favorite here.,,,,part-sun_sun.jpg
8774,0,Tomato,Dark and Stormy,,FALSE,8,"Ray's fave. Edgewater exclusive, save your seeds! Green and brown flesh. Productive! Delicious! Beefsteak type",,,,sun.jpg
8775,0,Tomato,Bleeding Heart,,FALSE,8,oxheart shape. Red and Yellow bi-color. Superb  flavor.,,,,sun.jpg
8776,0,tomato,golden gate,,FALSE,8,yellow gold roma shape/ extremely delicious/ high yields,,,,sun.jpg
8777,0,tomato,sunrise sauce,,FALSE,8,orange roma / determinate/ high yields/ perfect in the ground AND in pots,,,,sun.jpg
8778,0,Pepper,THAI DRAGON,,FALSE,8,pepper- thai dragon. Hot and prolific,,,,sun.jpg
8779,0,Tomato,Lover's Lunch,,FALSE,8,"red and yellow bi-color/ Meaty, Fruity, and Sweet, just as a lover's lunch should be ;)",,,,sun.jpg
8780,0,Tomato,Gin Fiz,,FALSE,8,"we love this Heirloom Hybrid!
Red and yellow bicolor/ awesome flavor/ high yields/ disease resistant",,,,sun.jpg
8781,0,Tomato,streak lightning,,FALSE,8,2-4oz early mid season fruit. Roma shape. PINK STRIPES Awesome tomato flavor and high yields!,,,,sun.jpg
8782,0,Tomato,Boars Tooth,,FALSE,8,"2-3oz early mid season fruit. Roma shape. Dark red and green stripes. 
Rich flavor/ Meaty flesh.  Awesome for fresh eating AND sauce making",,,,sun.jpg
8783,0,Tomato,SPARKY,,FALSE,8,"cherry tomato/ red gold stripes/ early, prolific and full of flavor
disease resistant",,,,sun.jpg
8784,0,Tomato,Purple Bumblebee,,FALSE,8,Dusky Purple with metallic green striping. Sweet and Meaty! Heirloom Hybrid! Performs well even in tough conditions.,,,,sun.jpg
8785,0,Tomato,BLUSH,,FALSE,8,"JENNY'S FAVE! The flavor is legendary. Tastes like sweet sunshine.  
Red-Yellow Bicolor Grape tomato.  Strong plants tolerate tough conditions.",,,,sun.jpg
8786,0,Tomato,SUNRISE BUMBLEBEE,,FALSE,8,"Sweetest Cherry tomato. red and yellow bi-color.  
Strong plants tolerate tough conditions.",,,,sun.jpg
8787,0,Tomato,MATT'S WILD CHERRY,,FALSE,8,"Wild Cherry Tomato with excellent flavor. Some resistance to blight.
Heirloom variety from Hidalgo in Eastern Mexico. Pick and eat frequently!",,,,sun.jpg
8788,0,Heuchera,Black Taffeta,,FALSE,7,"Ht. 12"" Silky, black foliage chicly ruffled as if it were launched from a Parisian fashion house! Large, glossy leaves in perfect proportion to the plant. Great vigor and reliability",,,,part-sun_shade.jpg
8789,0,Heuchera,Forever Red,,FALSE,7,"Ht 8-10"" Smoky burgundy-red ruffled foliage remains consistent in color but exhibits its deepest red hues in the spring and fall. Red stems that echo the foliage color support creamy-white flowers that open from pink buds.",,,,part-sun_shade.jpg
8790,0,Heuchera,Ginger Ale,,FALSE,7,"Ht.  9"" Effervescent flowers in shades of ginger yellow and light pink erupt from soft, ginger colored leaves. Lovely to contrast with the darker coral-bells in the marketplace. Designers love the ability of this plant to complement so many colors. It is a perfect neutral tone. Good in containers and in borders.",,,,part-sun_shade.jpg
8791,0,Heucherella,Onyx,,FALSE,7,"Ht. 10"" True black, glossy, deeply cut leaves on a dense medium size mound make this a great landscape plant. We've been working for years to get a good black Heucherella. This is it. Loves heat and humidity but great in the northwest. Shy to bloom – always stays neat and clean. Great foliage for mixed containers.",,,,part-sun_shade.jpg
8792,0,Ajuga,Parrot Paradise,,FALSE,7,"Ajuga 'Parrot Paradise' is a colorful gold, green, and red groundcover with large leaves and striking blue flower spikes in spring. While the foliage can change color depending on the time of year and light exposure, it never fails to impress. Like other Ajugas, 'Parrot Paradise' stays low to the ground and spreads easily to suppress weeds.",,,,shade.jpg
8793,0,Allium karataviense,,,FALSE,7,"Ht. 10"" Circa 1876, this low-growing, bee-loved heirloom has 5""-wide spheres of white florets with a pale purple-pink glow, darker midribs and broad, glaucous, blue-green foliage with thin red edges.",,,,sun.jpg
8794,0,Allium sphaerocephalon,,Purple,FALSE,7,"Ht. 22"" also referred to as the 'Drumstick' Allium, blooms in late June, producing 1"" diameter flower heads. These wine-colored blooms sway in the wind on top of 24-30"" sturdy stems. A magnificent plant with a long bloom time, these Allium add great interest and movement to the garden while also being deer resistant. They look amazing when planted among ornamental grasses and other low-growing perennials!",,,,sun.jpg
8795,0,Chelone,Black Ace,White,FALSE,7,"An amazing selection of our native white turtlehead has very dark foliage with an amazing black cast when it emerges in spring. Growing rapidly in moist soils, it gently spreads, and quickly reaches a mature height of 6'. In hot summer climates, the black foliage coloration will change to green by late summer. Also in very late summer, the clumps are topped with terminal clusters of pure white, snapdragon-like flowers...a favorite of butterflies and landscape designers.",,,,
8796,0,Iris,Lady Friend,,FALSE,7,"Ht. 36"" Very early to early bloom. Garnet red; red beard.",,,,sun.jpg
8853,0,Crocosmia,Limpopo,Coral,FALSE,7,"Ht. 2-3' Limpopo’ embellishes the late summer landscape as its tight clusters of delightful, wide-open, coral-hued flowers with sunlit-yellow throats unfurl. Pointed green blades form a dashing upright clump that offsets the uniquely colored blooms and their arching bronze-toned stems.",,,,sun.jpg
8854,0,Dicentra,Candy Hearts,Pink,FALSE,7,"Ht. 10-12"" Fern-leaf Bleedingheart are valued for their compact habit and long season of bloom. This variety forms a vigorous clump of powdery blue-green leaves, topped by clusters of delicate, dangling heart shaped flowers in a dusky rose-purple shade.",,,,part-sun_shade.jpg
8855,0,Hemerocallis,Dancing on Air,Maroon,FALSE,7,Ht. 2.5' Striking spider shaped flower and a rebloomer with high bud counts.,,,,all_conditions.jpg
8856,0,Hemerocallis,Everyday Lily Pink,Pink,FALSE,7,"Ht. 12"" Delightful pink and cream flowers a child of Stella so blooms early and steadily all season long.",,,,all_conditions.jpg
8857,0,Iris,Cimarron Strip,Salmon/Burgundy,FALSE,7,"Ht. 12-15"" Massive blossoms emerge on tall, sturdy stems that are excellent for cutting. Silver-green, strap-like foliage makes an excellent backdrop for other perennials in the landscape. Irises are gorgeous when planted en masse, mixed into garden beds, or distributed throughout the border. Simply plant in well-drained soil, provide adequate moisture the first year, then enjoy the show for years to come!",,,,
8858,0,Lillium,Muscadet,White,FALSE,7,"Muscadet’  Is a sumptuous Oriental lily with enormous white ruffled blooms speckled in deep pink with a light pink blush. Fragrant and gorgeous! 4 ft, August",,,,part-sun_shade.jpg
8859,0,Lillium,Manitoba Morning,Salmon,FALSE,7,"The Martagons sometimes take a year to recover from transplanting and may or may not show any top growth the first season but once established they will thrive for decades. Like all martagons it can endure the coldest and wettest winters , as long as planted where good drainage is provided .In its second year, stems may carry 20-30 flowers. Very early flowering, blooming along with the late May rhododendrons in your garden, 3’-4’ and eventually taller.",,,,part-sun_sun.jpg
8860,0,Lillium,Strawberry Event,Red,FALSE,7,"""Strawberry Event' produces deep red-strawberry flowers with a maroon-purple overlay of blended spots. These out to slightly pendant flowers bring back that old time species look to the garden. 3 Feet. June Flowering. Unscented.",,,,part-sun_sun.jpg
8861,0,Papaver,Royal Chocolate Distinction,Maroon,FALSE,7,"Ht. 2' After petals drop, gather attractive urn-shaped seed-filled capsules for dried bouquets. If left, they naturally split and scatter their seeds for the following season. The blossoms of Poppies are a favorite for butterflies, hummingbirds, and bees.",,,,sun.jpg
8862,0,Eucalyptus globulus,Blue Gum,,FALSE,6,"eucalyptus globulus benefits
It is also known as Blue Gum Eucalyptus Oil. Benefits: It is antiviral, antispasmodic; decongestant, balsamic and parasiticidal. In skin care, it aids in the treatment of cuts, burns and sores.",,,,
8863,0,Porteranthus,Pink Profusion,Pink,FALSE,7,"Ht. 24-30"" Pink Profusion' has clear pink flowers that are held daintily above reddish leaves on deep red stems. The best part is the way the flowers shimmer in a light breeze, as though they will take flight at any moment.",,,,part-sun_sun.jpg
8864,0,Petunia,Dreams Patriot Mix,Mix,FALSE,6,"As grandifloras with 3 -1/2"" blooms, the Dreams are also noted for their holding ability under hot, humid and rainy conditions. This series continues to be one of the saleable grandiflora series on the market.",,,,sun.jpg
8865,0,Impatiens,Beacon Portland Mix,Mix,FALSE,6,"Beacon announces two new colours to light up the shade. NEW Blue Pearl and NEW Light Pink have been trialed and approved to grow well and look vibrant in the shade, and they offer high resistance to the widely prevalent populations of Plasmopara destructor, the cause of Impatiens downy mildew. Beacon Impatiens are suitable for packs, pots, hanging baskets and in-ground beds.",,,,shade.jpg
8866,0,Impatiens,Beacon Pearl Island Mix,Mix,FALSE,6,"Beacon™ is certified to have high resistance to the disease (IDM) that has devastated much of our country’s beloved impatiens in gardens. Beacon’s hard-working, resilient, well-behaved compact plants display the familiar impatiens flowers we love, in cheerful colors to light up beds and borders, and just about any kind of container you can find. Our ‘Paradise Mix’ is a sensational blend of bright red, coral, violet shades and white. Lead the recovery and be the first in your neighborhood to bring back America’s favorite shade flower!",,,,shade.jpg
8867,0,Streptocarpus,Strawberry Ice,Red Bicolor,FALSE,6,"Streptocarpus is a relative of the African violet commonly known as Cape primrose, but even easier to care for. 'Strawberry Ice' offers stunning, large, bi-coloured, tubular, orchid-like flowers that are white and dramatically veined with deep pink with white reverses. Plants are floriferous and can bloom for up to 10 months a year!",,,,
8868,0,Lysimachia atropurpurea,Beaujolais,Burgundy,FALSE,7,"Lysimachia atropurpurea is a compact, short-lived perennial that grows in a clump to 20” tall on strong upright stems. It is native to the Balkans. It is noted for its tiny claret red to dark purple flowers that bloom in slender, curving, terminal spikes over a long May to September bloom period. Stems are clad with lanceolate gray-leaves (to 3” long).",,,,part-sun_sun.jpg
8869,0,Helianthus,Soluna Lemon,Yellow,FALSE,6,"Ht. 4' This Florida native sunflower is a butterfly magnet perfect for use in hot, dry and moderately saline gardens. Also known as ‘cucumberleaf’ sunflower it is native to the United States, where it can be found along the Atlantic and Gulf Coasts. This east coast dune sunflower is fast-growing and highly salt-tolerant plant that thrives in sandy, well-drained soil in full sun.",,,,sun.jpg
8870,0,Dusty Miller,Candicans,,FALSE,6,"Ht. 16-24"" Compared to Silverdust, Candicans is taller, more vigorous, a bit more variable in plant architecture, and its leaves are not as deeply lobed. Otherwise, overall appearance is very similar. Dusty Miller's silvery foliage is a very popular cut-flower foliage for elegant bouquets. 3–7"" long, velvety leaves with a snowflake appearance.",,,,sun.jpg
8871,0,Hibiscus,Mahogany Splendor,,FALSE,6,"Ht. 40"" Deep mahogany-red foliage for cutting and garden accent. Decorative, deeply cut foliage with maple-leaf appearance, rich color, and sturdy branches. Ideal for late summer and fall arrangements. Primarily grown for use as cut flower foliage, the vigorous, drought- and heat-tolerant plants are also suitable for containers and landscaping. The abundant color and tall stature make Mahogany Splendor a lovely backdrop in the garden or patio.",,,,sun.jpg
8872,0,Zinnia,Oklahoma Salmon,Salmon,FALSE,6,"Ht. 30-40"" Bright salmon color with low susceptibility to powdery mildew. Blooms are 1 1/2–2 1/2"", double and semidouble. These petite, yet sturdy, blooms make excellent, reliable accent flowers for market bouquets, wedding flowers, and event work. Cut-and-come-again flower, yielding multiple cuts over the season.",,,,sun.jpg
8873,0,Zinnia,Oklahoma Carmine,Carmine,FALSE,6,"Ht. 30-40"" Bright carmine color with low susceptibility to powdery mildew. Blooms are 1 1/2–2 1/2"", double and semidouble. These petite, yet sturdy, blooms make excellent, reliable accent flowers for market bouquets, wedding flowers, and event work. Cut-and-come-again flower, yielding multiple cuts over the season.",,,,sun.jpg
8874,0,Zinnia,Oklahoma Pink,Pink,FALSE,6,"Ht. 30-40"" Nice pink color with low susceptibility to powdery mildew. Blooms are 1 1/2–2 1/2"", double and semidouble. These petite, yet sturdy, blooms make excellent, reliable accent flowers for market bouquets, wedding flowers, and event work. Cut-and-come-again flower, yielding multiple cuts over the season.",,,,sun.jpg
8875,0,Nigella,Albion Green Pod,White,FALSE,6,"Ht. 18-24"" Early blooming and beautiful! Its brilliant ferny leaves and lacy, star-shaped flowers are framed by a delicate halo of fringed foliage. Creamy double flowers have delicate green veining and produce bright green seedpods in abundance.",,,,sun.jpg
8876,0,Nigella,Albion Black Pod,White,FALSE,6,"Ht. 18-24"" Early blooming and beautiful! Its brilliant ferny leaves and lacy, star-shaped flowers are framed by a delicate halo of fringed foliage. White flowers have delicate purple veining and produce purple seedpods in abundance.",,,,sun.jpg
8877,0,Campanula rapunculus,,Blue,FALSE,7,"This plant flowers in July and August, but additionally it is a most unusual salad plant! It is grown both for its white, firm and crisp roots from October through winter and its salad leaves which are used like spinach. And another fact: The Brothers Grimm's tale of Rapunzel took its name from this plant!",,,,sun.jpg
8878,0,Basil,Cinnamon,,FALSE,6,"Tall, fast-growing plants have distinctive violet stems, veining, and flower bracts with lavender blooms and 2"" long leaves. Beautiful in casual flower bouquets. Ht. 26–30"".",,,,sun.jpg
8879,0,Pycnanthemum tenuifolium,,White,FALSE,7,"Ht. 24"" Pycnanthemum tenuifolium, commonly called mountain mint, is somewhat misleading since the plant typically grows in the wild in dry, open, rocky woods, dry prairies and fields, along roadsides, along streams and in open wet thickets. An erect, many-branched, herbaceous perennial that grows 2-3' tall and features extremely narrow, almost needle-like leaves and profuse terminal clusters of small, white flowers which bloom in mid to late summer. All parts of the plant emit a strong, mint-like aroma when crushed. Pycnanthemums have been used in teas. Mrs. Sprague likes it in her cut flower arrangements.",,,,sun.jpg
8880,0,Lunaria,Rosemary Verey,Rose,FALSE,6,"Ht. 2-3' An heirloom flower with a modern twist, 'Rosemary Verey' is named for a famous 20th-century English gardener and author. The leaves start out spotted with dots that soon cover the foliage with a black sheen. Vibrant dark pink flowers have a sweet scent, and by the end of the season, the harvest of ""silver dollars"" begins, filling vases with sprays of pearly disks.",,,,part-sun_sun.jpg
8881,0,Nicotiana alata,Mojito,Chartreuse,FALSE,6,"Ht. 3-4' Like a spritz of lime in seltzer on a hot summer day, 'Mojito' has a cooling presence among the many blazing colors of summer. We love the tall stature and extra-long tubular flowers that flare into large trumpets of bloom in the afternoon and evening when the green blooms entice with a light fragrance.",,,,all_conditions.jpg
8882,0,Linaria,Cordoba,,FALSE,6,Ht. 1'Clustered violet-pink blooms with brilliant yellow spots beam at the tips of leafless stems like little torches in the early summer garden. It is easy to grow and striking in masses.,,,,sun.jpg
8883,0,Asperula orientalis,"""Blue Woodruff""",Blue,FALSE,6,"Ht. 1' An annual relative of sweet woodruff, this freely blooming plant is a treasure. Clusters of tiny trumpets in bright lavender-blue bloom all summer long with little care, the clouds of flowers waving above the whorled leaves creating a softly mounded form. Described in 1935 by Hottes in The Book of Annuals, and uncommon in gardens–Select Seeds hope to change that!",,,,part-sun_sun.jpg
8884,0,Celosia,Mega Punk,Burgundy,FALSE,6,"Ht. 2-3' Glowing incandescently under the late afternoon sun of mid-summer and fall, Nan Ondra's 'Mega Punk' wows us with bright rosy red spikes of bloom and spotless red-veined foliage. This wheat celosia is excellent cut for fresh or dry bouquets.",,,,sun.jpg
8885,0,Larkspur,Fancy Blue Purple,Blue,FALSE,6,"Ht. 3-4' A favorite, but oh so rare, color combo of electric blue and deep violet will stop you in your tracks, beckoning a closer look. Lovely in the early summer garden with Ammi and poppies, it is also a good cut flower that can be dried too! Self-sows.",,,,sun.jpg
8886,0,Nasturtium,Vintage,Mix,FALSE,6,"Ht. 1' Large flowers of ivory, yellow, striped red and yellow, cherry, auburn, and garnet buoyantly held on strong stems above the classic lily-pad leaves. This new variety is reliably double with a medium trailing habit, ideal for pouring from large baskets and setting garden edges awash with color.",,,,sun.jpg
8887,0,Salvia,Faye Chapel,Red,FALSE,6,"Ht. 3' A statuesque beauty from Brazil that is closest to the original form of Salvia splendens. Lipstick-red wands of bloom arch gracefully upward, flowering all summer long. Bring some tropical flair into your garden and pots!",,,,sun.jpg
8889,0,Impatiens,Sunpatiens Vigorous Purple,Purple,FALSE,6,"Ht. 18-36""  Flower power in your garden all season long! Plant in full sun to full shade – this one thrives everywhere!

Grower Information:
Thrives in sun or shade conditions. Ideal for cooler (northern) climates. Flourishes in extreme heat and blooms continuously all Summer long.",,,,all_conditions.jpg
8890,0,Geranium phaeum,,,FALSE,7,"Geranium phaeum is a tall, rhizomatous, clump-forming perennial with branching stems which typically grows 18-30"" tall with a spread of 12-18"". Features 5-petaled, deep maroon-purple flowers (to 1"" diameter) with slightly reflexed petals and a lighter sometimes whitish center ring. Flowers bloom from late spring to early summer with sporadic rebloom throughout the summer. Flowers give way to cranesbill-like seed heads. Lobed, soft green leaves (basal leaves 4-8"" across) are blotched with maroon at the base. This species is sometimes commonly called mourning widow in reference to the unusually dark (sometimes almost black) flower color. Native to woods and moist alpine meadows in Eurasia.",,,,part-sun_shade.jpg
8891,0,Geranium,Painter's Pallet,Mix,FALSE,7,"Painter’s Palette mix is an erect, clump forming perennial that has a lovely mix of flowers coming in mixtures of white to pinks, blue to violet, and white with splashes of blue. The foliage has a nice texture, and it has deeply dissected leaves. It has a blooming season ranging from June to August, can be grown in either full sun or partial shade in well-draining soil, and will grow up to 20 inches tall. These flowers will attract pollinators to your garden such as Butterflies and Bees while being resistant to Deer and Rabbits. They are native to Central Asia, Northwest Himalayas, and Central and Western Europe. They do well in beds and borders in the garden.",,,,part-sun_shade.jpg
8892,0,Agastache rugosa,,Purple,FALSE,7,"Korean Mint is found in the mountains regions of eastern Asia, especially along stream banks. Plant it in the full sun in well-draining soil. Its showy, purple flowers are especially attractive to bees, butterflies, and hummingbirds.  It tolerates browsing from deer and rabbits and is drought tolerant. Mass plant or group it in the front of a border, in small spaces, walkways, or in cottage gardens.",,,,sun.jpg
8893,0,Baptisia pendula,,White,FALSE,7,"A North American native in the lupine family, Baptisia pendula 'Alba', commonly called White False Indigo, is a super-hardy and long-lived perennial featuring tall spikes of beautiful, pea-like white flowers that contrast beautifully with the dark grey flower stems and attractive clover-like blue-green leaves. After flowering in late spring to summer the spent flowers form inflated seed pods which turn brown and finally to black when ripe. Not only do these seeds pods have ornamental interest and can can be cut and displayed in dried flowered arrangements, kids love to shake the seed pods to hear them rattle. This species is a rare and special beauty!",,,,sun.jpg
8894,0,Pennisetum,Majestic,,FALSE,6,"Ht. 72"" Long, broad leaves of rich purple-red flow gracefully.",,,,part-sun_sun.jpg
8895,0,Setaria italica,Limelight,,FALSE,6,"Ht. 36-60"" The vibrant lime color is enough to make this variety a keeper but it is also fantastically uniform in height, bloom size and bloom time. The stand is lush and self-supporting, remaining upright.",,,,sun.jpg
8896,0,Ageratum,Aloha Blue,,FALSE,6,"Ht. 5-8"" Aloha is early to flower and an excellent garden performer. The dainty, soft and feathery flowers attract pollinators. Remove spent blooms to encourage more flowers.",,,,sun.jpg
8897,0,Zinnia,Queen Lime,Mix,FALSE,6,"Ht. 36"" The Queen Lime Zinnia Mixture is a mix of Queen Lime, Queen Red Lime, Queen Orange Lime and Queen Blush Lime. Very romantic.",,,,sun.jpg
8898,0,Cleome,Sparkler Purple,,FALSE,6,"Ht. 36-44"" Heat-loving annual holds up to summer stress and provides reliable height and structure to landscape beds. Drought tolerant and pollinator friendly!",,,,sun.jpg
8899,0,,,,FALSE,0,,,,,
8797,0,Phlox,Queen Salmon Orange Dark Eye,,FALSE,7,,,,,
8798,0,Primula japonica,Alba,White,FALSE,7,"Ht. 15""Rosette forming light green foliage, with stems of whorls of pure white flowers in early summer. Likes full sun into partial shade and a moist to well-drained soil.",,,,part-sun_sun.jpg
8799,0,Primula,Miller's Crimson,Burgundy,FALSE,7,"Ht.15"" These are one of the earliest Candelabra Primroses to bloom. Miller’s Crimson also known as Japanese Primrose Miller’s Crimson, Japanese Cowslip Miller’s Crimson, and Candelabra Primrose Miller’s Crimson, is a robust perennial that has attractive whorls of fragrant crimson flowers that have darker eyes and they rise atop a basal rosette of crinkly leaves that are lettuce-like and a pale green.",,,,part-sun_sun.jpg
